LatitudeDeg,LatitudeMins,LongitudeDeg,LongitudeMins,Date,Time,Comments,StationEvent,TransectEvent,Station,Beaufort,WaveHeight,WindSpeed,ConvergenceZone,HighTurbidity,TooDarkToSee,ForagingBirds,Whales,SeaOtters,ErrorCheck
59,59.795,-152,32.220,"10/29/12 00:00:00","12/30/99 09:07:00",,63,76,"2",,,,0,0,0,0,0,0,1
59,59.215,-152,30.621,"10/29/12 00:00:00","12/30/99 09:18:00","see line of waves on horizon ahead.  Tsunami? :)",64,76,"3",,,,0,0,0,0,0,0,1
59,58.417,-152,28.675,"10/29/12 00:00:00","12/30/99 09:30:00","0936 Sunrise! Set to south ~1.8kts. No OA here or on this line",65,76,"4",,,,0,0,0,0,0,0,1
59,57.383,-152,25.297,"10/29/12 00:00:00","12/30/99 09:51:00","very turbid.  CTD not visible until at surface.  Wind increased with steep waves over shallow bar.  Waves 3-5 ft. whitecaps",66,76,"5",4,,,0,0,0,0,0,0,1
59,56.185,-152,22.111,"10/29/12 00:00:00","12/30/99 10:09:00","Large waves continue.  Winds increased to 15-20 kts from SE with higher gusts.  Seas 5-6 ft and steep w/ opposing tide.",67,76,"6",4,,,0,0,0,0,0,0,1
59,55.029,-152,18.535,"10/29/12 00:00:00","12/30/99 10:28:00","seas 5-6 ft.  Wind from southeast:  but is strong from west at Augustine.",68,76,"7",4,,,0,0,0,0,0,0,1
59,53.979,-152,15.239,"10/29/12 00:00:00","12/30/99 10:49:00","skipped plankton & zoops - rough seas",69,76,"8",4,,,0,0,0,0,0,0,1
59,52.794,-152,11.922,"10/29/12 00:00:00","12/30/99 11:12:00",,70,76,"9",,,,0,0,0,0,0,0,1
59,51.797,-152,8.706,"10/29/12 00:00:00","12/30/99 11:32:00","hit bottom on this cast",71,76,"10",,,,0,0,0,0,0,0,1
59,50.754,-152,5.629,"10/29/12 00:00:00","12/30/99 11:53:00",,72,76,"11",,,,0,0,0,0,0,0,1
59,49.668,-152,2.374,"10/29/12 00:00:00","12/30/99 12:19:00",,73,76,"12",,,,0,0,0,0,0,0,1
59,48.649,-151,59.204,"10/29/12 00:00:00","12/30/99 12:42:00","skipped plankton & zoops",74,76,"13",,,,0,0,0,0,0,0,1
59,47.924,-151,57.561,"10/29/12 00:00:00","12/30/99 12:58:00",,75,76,"14",,,,0,0,0,0,0,0,1
59,47.139,-151,56.167,"10/29/12 00:00:00","12/30/99 13:15:00",,76,76,"15",,,,0,0,0,0,0,0,1
59,46.806,-151,54.442,"10/29/12 00:00:00","12/30/99 13:30:00","Last station on this transect.",77,76,"16",,,,0,0,0,0,0,0,1
59,29.522,-151,39.001,"05/02/12 00:00:00","12/30/99 13:16:00","Lots of plankton",78,77,"1",3,,,0,0,0,0,0,0,1
59,30.485,-151,38.966,"05/02/12 00:00:00","12/30/99 13:25:00",,79,77,"2",3,,,0,0,0,0,0,0,1
59,31.490,-151,38.948,"05/02/12 00:00:00","12/30/99 13:56:00",,80,77,"3",3,,,0,0,0,0,0,0,1
59,32.524,-151,39.042,"05/02/12 00:00:00","12/30/99 14:08:00","reddish color to water",81,77,"4",3,,,0,0,0,0,0,0,1
59,33.482,-151,39.000,"05/02/12 00:00:00","12/30/99 14:29:00","10 ft offset to ships transducer",82,77,"5",3,,,0,0,0,0,0,0,1
59,34.495,-151,39.065,"05/02/12 00:00:00","12/30/99 14:43:00",,83,77,"6",3,,,0,0,0,0,0,0,1
,,,,"05/02/12 00:00:00","12/30/99 14:53:00","mesh on Bongo folded up on retrieval",84,77,"7",3,,,0,0,0,0,0,0,1
59,36.460,-151,38.994,"05/02/12 00:00:00","12/30/99 15:10:00",,85,77,"8",3,,,0,0,0,0,0,0,1
59,37.505,-151,39.045,"05/02/12 00:00:00","12/30/99 15:21:00",,86,77,"9",3,,,0,0,0,0,0,0,1
59,38.521,-151,39.002,"05/02/12 00:00:00","12/30/99 15:37:00","12 ft operating range - very shallow station.",87,77,"10",3,,,0,0,0,0,0,0,1
,,,,"07/31/12 00:00:00","12/30/99 08:37:00",,88,78,"1",0,,,0,0,0,0,0,0,1
,,,,"07/31/12 00:00:00","12/30/99 08:48:00","tow rate = 102 seconds.  Good tow low current but net dropped over part of catcher net.  Low meter",89,78,"2",0,,,0,0,0,0,0,0,1
,,,,"07/31/12 00:00:00","12/30/99 09:14:00",,90,78,"3",0,,,0,0,0,0,0,0,1
,,,,"07/31/12 00:00:00","12/30/99 09:28:00","recast net wrapped around itself on recast;  catch net completely inverted.  Used flow meter side of net",91,78,"4",0,,,0,0,0,0,0,0,1
,,,,"07/31/12 00:00:00","12/30/99 09:52:00",,92,78,"5",0,,,0,0,0,0,0,0,1
,,,,"07/31/12 00:00:00","12/30/99 10:11:00",,93,78,"6",0,,,0,0,0,0,0,0,1
,,,,"07/31/12 00:00:00","12/30/99 10:24:00","unattached to cod ends. 116 ea in addition to 121 but @ center.  Catch net 1/2 inverted used flow meter side",94,78,"7",0,,,0,0,0,0,0,0,1
,,,,"07/31/12 00:00:00","12/30/99 10:41:00",,95,78,"8",0,,,0,0,0,0,0,0,1
,,,,"07/31/12 00:00:00","12/30/99 10:52:00",,96,78,"9",0,,,0,0,0,0,0,0,1
,,,,"07/31/12 00:00:00","12/30/99 11:02:00","small resting flock s.shearwaters, c.murre & kittiwakes",97,78,"10",0,,,0,0,0,1,0,0,1
59,37.942,-151,39.226,"10/29/12 00:00:00","12/30/99 15:45:00",,98,79,"10",,,,0,0,0,0,0,0,1
59,37.507,-151,39.061,"10/29/12 00:00:00","12/30/99 15:53:00",,99,79,"9",,,,0,0,0,0,0,0,1
59,36.525,-151,38.995,"10/29/12 00:00:00","12/30/99 16:05:00",,100,79,"8",,,,0,0,0,0,0,0,1
59,35.500,-151,38.980,"10/29/12 00:00:00","12/30/99 16:17:00","Extra Air Cast @ this station",101,79,"7",,,,0,0,0,0,0,0,1
59,34.500,-151,38.980,"10/29/12 00:00:00","12/30/99 16:33:00",,102,79,"6",,,,0,0,0,0,0,0,1
59,33.493,-151,39.261,"10/29/12 00:00:00","12/30/99 16:44:00",,103,79,"5",,,,0,0,0,0,0,0,1
59,32.492,-151,38.962,"10/29/12 00:00:00","12/30/99 16:56:00","- no plankton samples taken  - bit too rough",104,79,"4",,,,0,0,0,0,0,0,1
59,31.530,-151,38.920,"10/29/12 00:00:00","12/30/99 17:14:00","- relatively clear water  - good visibility of CTD",105,79,"3",,,,0,0,0,0,0,0,1
59,30.510,-151,38.990,"10/29/12 00:00:00","12/30/99 17:29:00","Decreased winds & waves in lee of 1 cd. 3-4 ft waves from west",106,79,"2",3,,,0,0,0,0,0,0,1
59,29.534,-151,39.024,"10/29/12 00:00:00","12/30/99 17:43:00","Last station on Transect Line #4",107,79,"1",,,,0,0,0,0,0,0,1
59,29.575,-151,38.956,"02/12/13 00:00:00","12/30/99 10:56:00","CTD time 12:59.  start on south shore heading North",108,80,"1",,,,0,0,0,0,0,0,1
59,30.183,-151,39.047,"02/12/13 00:00:00","12/30/99 11:10:00","CTD time 13:11.  plankton station  secchi = 5m.  Water much clearer than Tran 9. no water for OA.  Phyto p 60 l filtered",109,80,"2",,,,0,0,0,0,0,0,1
59,31.473,-151,38.897,"02/12/13 00:00:00","12/30/99 11:33:00","CTD time 13:33.  Waves increasing as we move north 2-3ft.",110,80,"3",3,,,0,0,0,0,0,0,1
59,32.484,-151,39.119,"02/12/13 00:00:00","12/30/99 11:46:00","CTD time 13:46.  Secchi depth = 7m.  Very clear water",111,80,"4",,,,0,0,0,0,0,0,1
59,33.462,-151,39.080,"02/12/13 00:00:00","12/30/99 12:13:00","CTD time 14:13",112,80,"5",,,,0,0,0,0,0,0,1
59,34.423,-151,39.048,"02/12/13 00:00:00","12/30/99 12:26:00","seas decreased",113,80,"6",,,,0,0,0,0,0,0,1
59,35.475,-151,38.938,"02/12/13 00:00:00","12/30/99 12:39:00","CTD time 14:38.  secchi = 5.5m.  No water for OA.  60 l filtered phyto",114,80,"7",,,,0,0,0,0,0,0,1
59,36.499,-151,39.043,"02/12/13 00:00:00","12/30/99 12:58:00","Seas calmer.  CTD time 14:58",115,80,"8",,,,0,0,0,0,0,0,1
59,37.482,-151,39.022,"02/12/13 00:00:00","12/30/99 13:10:00","CTD time 15:10",116,80,"9",,,,0,0,0,0,0,0,1
59,37.999,-151,38.976,"02/12/13 00:00:00","12/30/99 13:17:00","Last station on transect line.",117,80,"10",,,,0,0,0,0,0,0,1
59,41.344,-151,53.757,"02/13/13 00:00:00","12/30/99 14:35:00","Drop-in Station Anchor PT",118,81,,2,,,0,0,0,0,0,0,1
59,12.685,-151,55.464,"05/03/12 00:00:00","12/30/99 17:37:00","mod. Turbidity.  Ebb tide.",119,82,"1",2,,,0,0,0,0,0,0,1
59,12.342,-151,57.052,"05/03/12 00:00:00","12/30/99 17:48:00","current 1.2 kn",120,82,"2",2,,,0,0,0,0,0,0,1
59,11.816,-151,58.682,"05/03/12 00:00:00","12/30/99 18:00:00","1.5 hrs to flood tide.  Current = 0.9kn",121,82,"3",2,,,0,0,0,0,0,0,1
59,11.396,-152,0.347,"05/03/12 00:00:00","12/30/99 18:11:00","current = 0.9kn",122,82,"4",2,,,0,0,0,0,0,0,1
59,10.549,-152,3.694,"05/03/12 00:00:00","12/30/99 18:28:00",,123,82,"5",2,,,0,0,0,0,0,0,1
59,9.712,-152,7.016,"05/03/12 00:00:00","12/30/99 18:55:00","current SE 0.7 kt",124,82,"6",2,,,0,0,0,0,0,0,1
59,8.854,-152,10.361,"05/03/12 00:00:00","12/30/99 19:15:00","kelp spotted before station.  Current SW 1 kt",125,82,"7",2,,,0,0,0,0,0,0,1
59,7.942,-152,13.690,"05/03/12 00:00:00","12/30/99 19:31:00","current SW 1.2 kt",126,82,"8",2,,,0,0,0,0,0,0,1
59,7.109,-152,16.929,"05/03/12 00:00:00","12/30/99 19:48:00","Lost signal, not fll cast ~110m.  Current SW 1 kt.",127,82,"9",2,,,0,0,0,0,0,0,1
59,6.227,-152,20.133,"05/03/12 00:00:00","12/30/99 20:05:00","current NW 0.4 kt.  Clear water",128,82,"10",2,,,0,0,0,0,0,0,1
59,5.344,-152,23.423,"05/03/12 00:00:00","12/30/99 20:22:00","clear water",129,82,"11",2,,,0,0,0,0,0,0,1
59,4.482,-152,26.710,"05/03/12 00:00:00","12/30/99 20:45:00","current:  West 1 kt",130,82,"12",2,,,0,0,0,0,0,0,1
59,3.590,-152,30.016,"05/03/12 00:00:00","12/30/99 21:03:00","current west 0.7 kt",131,82,"13",2,,,0,0,0,0,0,0,1
59,2.695,-152,33.352,"05/03/12 00:00:00","12/30/99 21:20:00","current West 1 kt.  Lost signal, not full cast ~110m",132,82,"14",2,,,0,0,0,0,0,0,1
59,1.814,-152,36.660,"05/03/12 00:00:00","12/30/99 21:36:00","current WNW 1.1 kt.  Lost signal",133,82,"15",2,,,0,0,0,0,0,0,1
59,1.034,-152,39.919,"05/03/12 00:00:00","12/30/99 21:54:00","current NW 0.7 kt",134,82,"16",2,,,0,0,0,0,0,0,1
59,0.124,-152,43.217,"05/03/12 00:00:00","12/30/99 22:13:00","current W 1kt",135,82,"17",2,,,0,0,0,0,0,0,1
58,59.271,-152,46.451,"05/03/12 00:00:00","12/30/99 22:32:00","current w 0.8 kt",136,82,"18",2,,,0,0,1,0,0,0,1
58,58.412,-152,49.627,"05/03/12 00:00:00","12/30/99 22:54:00","current WNW 0.7 kt",137,82,"19",2,,,0,0,1,0,0,0,1
58,57.466,-152,52.813,"05/03/12 00:00:00","12/30/99 23:14:00","Current SSW 0.5 kt",138,82,"20",2,,,0,0,1,0,0,0,1
58,56.753,-152,56.274,"05/03/12 00:00:00","12/30/99 23:34:00","Current SW 0.7 kt",139,82,"21",2,,,0,0,1,0,0,0,1
58,55.802,-152,59.581,"05/03/12 00:00:00","12/30/99 23:55:00","current W 0.7 kt.  Clear water",140,82,"22",2,,,0,0,1,0,0,0,1
58,54.945,-153,2.869,"05/04/12 00:00:00","12/30/99 00:18:00","Current N 0.4 kt",141,82,"23",2,,,0,0,0,0,0,0,1
58,54.131,-153,6.120,"05/04/12 00:00:00","12/30/99 00:39:00","current N 0.4 kt. Turbid water",142,82,"24",2,,,0,1,0,0,0,0,1
58,53.229,-153,9.375,"05/04/12 00:00:00","12/30/99 01:01:00","Turbid water",143,82,"25",2,,,0,1,0,0,0,0,1
58,52.799,-153,11.031,"05/04/12 00:00:00","12/30/99 01:20:00","current SW 0.4 kt.  Turbid water",144,82,"26",2,,,0,1,0,0,0,0,1
58,52.001,-153,13.992,"05/04/12 00:00:00","12/30/99 01:42:00","Drop #28, offset #27 shallower",145,82,"27",2,,,0,0,0,0,0,0,1
59,12.575,-151,55.462,"07/30/12 00:00:00","12/30/99 15:00:00",,165,85,"1",4,,,0,0,0,0,0,0,1
59,12.331,-151,57.052,"07/30/12 00:00:00","12/30/99 15:15:00","SOG 1.3m",166,85,"2",4,,,0,0,0,0,0,0,1
59,11.832,-151,58.831,"07/30/12 00:00:00","12/30/99 15:28:00","H2O really clear.",167,85,"3",4,,,0,0,0,0,0,0,1
59,11.418,-152,0.384,"07/30/12 00:00:00","12/30/99 15:41:00","H2O really clear",168,85,"4",4,,,0,0,0,0,0,0,1
59,10.540,-152,3.730,"07/30/12 00:00:00","12/30/99 16:03:00",,169,85,"5",4,,,0,0,0,0,0,0,1
59,9.685,-152,7.012,"07/30/12 00:00:00","12/30/99 16:34:00","SOG = 0.8km",170,85,"6",4,,,0,0,0,0,0,0,1
59,8.812,-152,10.267,"07/30/12 00:00:00","12/30/99 17:00:00","pomeranian jojar",171,85,"7",4,,,0,0,0,0,0,0,1
59,7.926,-152,13.579,"07/30/12 00:00:00","12/30/99 17:24:00","SOG 1.3 km",172,85,"8",4,,,0,0,0,0,0,0,1
59,7.104,-152,16.927,"07/30/12 00:00:00","12/30/99 17:45:00","SOG 1.4 km",173,85,"9",4,,,0,0,0,1,1,0,1
59,6.253,-152,20.026,"07/30/12 00:00:00","12/30/99 18:07:00","SOG 1.1 km",174,85,"10",4,,,0,0,0,0,0,0,1
,,,,"07/30/12 00:00:00","12/30/99 18:30:00","tow rate 95 sec.  Good plankton tow",175,85,"11",4,,,0,0,0,0,0,0,1
59,4.521,-152,26.662,"07/30/12 00:00:00","12/30/99 19:01:00",,176,85,"12",4,,,0,0,0,0,0,0,1
59,3.632,-152,29.979,"07/30/12 00:00:00","12/30/99 19:23:00",,177,85,"13",4,,,0,0,0,0,0,0,1
59,2.742,-152,33.333,"07/30/12 00:00:00","12/30/99 19:44:00",,178,85,"14",4,,,0,0,0,0,0,0,1
59,1.844,-152,36.588,"07/30/12 00:00:00","12/30/99 20:05:00",,179,85,"15",4,,,0,0,0,0,0,0,1
59,1.026,-152,39.914,"07/30/12 00:00:00","12/30/99 20:28:00","SOG = 0.5 km",180,85,"16",4,,,0,0,0,0,0,0,1
59,0.102,-152,43.220,"07/30/12 00:00:00","12/30/99 20:48:00","SOG = 0.2km",181,85,"17",4,,,0,0,0,0,0,0,1
58,59.304,-152,46.383,"07/30/12 00:00:00","12/30/99 21:20:00","SOG = 0.2 km",182,85,"18",4,,,0,0,0,0,1,0,1
58,58.382,-152,49.613,"07/30/12 00:00:00","12/30/99 21:33:00","observed big piece of white styrofoam stuff outside.  SOG = 0.2 knots.  Large whale blows ahead in distance (0.2 miles)",183,85,"19",4,,,0,0,0,0,0,0,1
58,57.456,-152,52.947,"07/30/12 00:00:00","12/30/99 21:55:00","SOG 0.5 kts.  COG 185T still whale spouts ahead.",184,85,"20",4,,,0,0,0,0,0,0,1
58,56.706,-152,56.329,"07/30/12 00:00:00","12/30/99 22:16:00","went through broad convergence zone ~0.5 nm before this station to station SOG 0.9 knots SOG 243T",185,85,"21",4,,,1,0,0,0,0,0,1
58,55.815,-152,59.646,"07/30/12 00:00:00","12/30/99 22:37:00","SOG 0.3 kts.  COG 235T.  Seas continuing to calm down. Sunset",186,85,"22",4,,,0,0,0,0,0,0,1
58,54.881,-153,2.952,"07/30/12 00:00:00","12/30/99 22:59:00","SOG 1.0 knots COG 225T",187,85,"23",4,,,0,0,0,0,0,0,1
58,54.120,-153,6.173,"07/30/12 00:00:00","12/30/99 23:20:00","Light wind.  Swell from SE & north.  SOG 0.8kts  COG 215T",188,85,"24",4,,,0,0,0,0,0,0,1
,,,,"07/30/12 00:00:00","12/30/99 23:39:00","191 seconds for zooplankton tow but with problems w/ cable & flagged tow. (not vertical)",189,85,"25",4,,,0,0,0,0,0,0,1
58,52.795,-153,11.040,"07/31/12 00:00:00","12/30/99 00:07:00","SOG 1.4 lets COG 188",190,85,"26",4,,,0,0,0,0,0,0,1
58,52.382,-153,12.643,"07/31/12 00:00:00","12/30/99 00:24:00","SOG = 1.4km",191,85,"27",4,,,0,0,0,0,0,0,1
58,52.000,-153,14.197,"07/31/12 00:00:00","12/30/99 00:39:00","last one!  Upon fine shelf",192,85,"28",4,,,0,0,0,0,0,0,1
58,52.082,-153,13.477,"10/28/12 00:00:00","12/30/99 07:54:00","1.7 knots current.  Clear sky & bright moon.  1 SEOT foraging at distance",193,86,"28",3,,,0,0,0,0,0,1,1
58,52.341,-153,12.711,"10/28/12 00:00:00","12/30/99 08:08:00",,194,86,"27",3,,,0,0,0,0,0,0,1
58,52.789,-153,11.082,"10/28/12 00:00:00","12/30/99 08:25:00","Short CTD cast due to angle.",195,86,"26",3,,,0,0,0,0,0,0,1
58,53.220,-153,9.534,"10/28/12 00:00:00","12/30/99 08:42:00","sunrise!  Drift ~1.1mile.  South of station before OA water sample taken",196,86,"25",3,,,0,0,0,0,0,0,1
58,54.239,-153,6.425,"10/28/12 00:00:00","12/30/99 09:42:00",,197,86,"24",3,,,0,0,0,0,0,0,1
58,54.923,-153,2.900,"10/28/12 00:00:00","12/30/99 10:05:00","-instruments are reading differently for depths",198,86,"23",3,,,0,0,0,0,0,0,1
58,55.846,-152,59.770,"10/28/12 00:00:00","12/30/99 10:32:00","Saw Dall's porpoises & lots of fish on sounder at ~40m depth halfway between 6-23 and 6-22.  Rip to west of station with log.  Wind, picked up with whitecaps from NW",199,86,"22",3,,,0,0,0,0,0,0,1
58,56.727,-152,56.505,"10/28/12 00:00:00","12/30/99 10:58:00","-still pushed to south.  Winds NW ~15kts.  Seas 3-5 ft. NW wind waves with swell from southwest.",200,86,"21",4,,,0,0,0,0,0,0,1
58,57.457,-152,53.074,"10/28/12 00:00:00","12/30/99 11:21:00","1st station that we could see the CTD to bottom on sounder Earlier casts likely short.",201,86,"20",3,,,0,0,0,0,0,0,1
58,58.359,-152,49.749,"10/28/12 00:00:00","12/30/99 11:44:00","very clear water",202,86,"19",3,,,0,0,0,0,0,0,1
58,59.288,-152,46.479,"10/28/12 00:00:00","12/30/99 12:07:00",,203,86,"18",3,,,0,0,0,0,0,0,1
59,0.083,-152,43.203,"10/28/12 00:00:00","12/30/99 12:30:00","seas are improving.  No more whitecaps continued very clear water.",204,86,"17",3,,,0,0,0,0,0,0,1
59,0.997,-152,39.930,"10/28/12 00:00:00","12/30/99 12:54:00",,205,86,"16",3,,,0,0,0,0,0,0,1
59,1.762,-152,36.611,"10/28/12 00:00:00","12/30/99 13:17:00","continued very clear water",206,86,"15",3,,,0,0,0,0,0,0,1
59,2.659,-152,33.352,"10/28/12 00:00:00","12/30/99 13:39:00","continued very clear water",207,86,"14",3,,,0,0,0,0,0,0,1
59,3.596,-152,30.044,"10/28/12 00:00:00","12/30/99 14:02:00","winds picked up again.  NW 15 kts.  Some white caps.  Seas ~3ft",208,86,"13",3,,,0,0,0,0,0,0,1
59,4.472,-152,26.750,"10/28/12 00:00:00","12/30/99 14:28:00",,209,86,"12",3,,,0,0,0,0,0,0,1
59,5.285,-152,23.489,"10/28/12 00:00:00","12/30/99 14:53:00","seas picking up - more whitecaps",210,86,"11",3,,,0,0,0,0,0,0,1
59,6.169,-152,20.000,"10/28/12 00:00:00","12/30/99 15:35:00",,211,86,"10",3,,,0,0,0,0,0,0,1
59,7.094,-152,16.915,"10/28/12 00:00:00","12/30/99 15:57:00",,212,86,"9",3,,,0,0,0,0,0,0,1
59,7.924,-152,13.643,"10/28/12 00:00:00","12/30/99 16:19:00",,213,86,"8",3,,,0,0,0,0,0,0,1
59,8.810,-152,10.320,"10/28/12 00:00:00","12/30/99 16:41:00",,214,86,"7",3,,,0,0,0,0,0,0,1
59,9.660,-152,7.020,"10/28/12 00:00:00","12/30/99 17:03:00",,215,86,"6",3,,,0,0,0,0,0,0,1
59,10.480,-152,3.675,"10/28/12 00:00:00","12/30/99 17:25:00","oblique bongo tow.  Drift 3.5 kts south at station.  With wind and tide",216,86,"5",3,,,0,0,0,0,0,0,1
59,11.384,-152,0.423,"10/28/12 00:00:00","12/30/99 18:12:00","sun starting to set.",217,86,"4",3,,,0,0,0,0,0,0,1
59,11.786,-151,58.752,"10/28/12 00:00:00","12/30/99 18:28:00",,218,86,"3",3,,,0,0,0,0,0,0,1
59,12.310,-151,57.100,"10/28/12 00:00:00","12/30/99 18:43:00",,219,86,"2",3,,,0,0,0,0,0,0,1
59,12.794,-151,55.695,"10/28/12 00:00:00","12/30/99 18:55:00","Last station of transect Line #6",220,86,"1",3,,,0,0,0,0,0,0,1
59,21.006,-153,18.187,"05/03/12 00:00:00","12/30/99 10:42:00","slack tide - no current",221,87,"1",2,,,0,0,0,0,0,0,1
59,20.933,-153,16.116,"05/03/12 00:00:00","12/30/99 10:52:00","Lite current drag 0.3 kn",222,87,"2",2,,,0,0,0,0,0,0,1
59,21.438,-153,14.283,"05/03/12 00:00:00","12/30/99 11:00:00","Flood tide now",223,87,"3",2,,,0,0,0,0,0,0,1
