LatitudeDeg,LatitudeMins,LongitudeDeg,LongitudeMins,LatDD,LonDD,LonDD2min,LatDD2min,Date,Time,Comments,StationEvent,TransectEvent,Station,Beaufort,WaveHeight,WindSpeed,ConvergenceZone,HighTurbidity,TooDarkToSee,ForagingBirds,Whales,SeaOtters,ErrorCheck
59,35.546,-151,23.941,59.59243333,-151.3990167,0.399016667,0.592433333,2012-03-14 00:00,1899-12-30 15:15:00,,1127,166,9,,0,3,0,0,0,0,0,0,1
59,35.76,-151,24.222,59.596,-151.4037,0.4037,0.596,2012-03-14 00:00,1899-12-30 15:25:00,,1128,166,10,,0,3,0,0,0,0,0,0,1
59,34.2,-151,21.509,59.57,-151.3584833,0.358483333,0.57,2012-04-10 00:00,1899-12-30 18:01:00,,1129,167,1,,1,5,0,0,0,0,0,0,1
59,34.32,-151,21.763,59.572,-151.3627167,0.362716667,0.572,2012-04-10 00:00,1899-12-30 18:09:00,,1130,167,2,,1,5,0,0,0,0,0,0,1
59,34.483,-151,22.166,59.57471667,-151.3694333,0.369433333,0.574716667,2012-04-10 00:00,1899-12-30 18:17:00,,1131,167,3,,1,5,0,0,0,0,0,0,1
59,34.61,-151,22.434,59.57683333,-151.3739,0.3739,0.576833333,2012-04-10 00:00,1899-12-30 18:25:00,,1132,167,4,,1,5,0,0,0,0,0,0,1
59,34.763,-151,22.788,59.57938333,-151.3798,0.3798,0.579383333,2012-04-10 00:00,1899-12-30 18:33:00,,1133,167,5,,1,5,0,0,0,0,0,0,1
59,34.956,-151,23.122,59.5826,-151.3853667,0.385366667,0.5826,2012-04-10 00:00,1899-12-30 18:42:00,,1134,167,6,,1,5,0,0,0,0,0,0,1
59,35.162,-151,23.419,59.58603333,-151.3903167,0.390316667,0.586033333,2012-04-10 00:00,1899-12-30 18:50:00,,1135,167,7,,1,5,0,0,0,0,0,0,1
59,35.356,-151,23.697,59.58926667,-151.39495,0.39495,0.589266667,2012-04-10 00:00,1899-12-30 19:00:00,,1136,167,8,,1,5,0,0,0,0,0,0,1
59,35.533,-151,23.968,59.59221667,-151.3994667,0.399466667,0.592216667,2012-04-10 00:00,1899-12-30 19:07:00,,1137,167,9,,1,5,0,0,0,0,0,0,1
59,35.742,-151,24.26,59.5957,-151.4043333,0.404333333,0.5957,2012-04-10 00:00,1899-12-30 19:15:00,,1138,167,10,,1,5,0,0,0,0,0,0,1
59,34.215,-151,21.44,59.57025,-151.3573333,0.357333333,0.57025,2012-04-26 00:00,1899-12-30 17:50:00, 6 deg C temp.  40L Filtered phytoplankton sample / lugols solution,267,91,1,1,,,0,0,0,0,0,0,1
59,34.308,-151,21.746,59.5718,-151.3624333,0.362433333,0.5718,2012-04-26 00:00,1899-12-30 18:21:00,,268,91,2,1,,,0,0,0,0,0,0,1
59,34.467,-151,22.127,59.57445,-151.3687833,0.368783333,0.57445,2012-04-26 00:00,1899-12-30 18:30:00,end 18:36,269,91,3,1,,,0,0,0,0,0,0,1
59,34.595,-151,22.406,59.57658333,-151.3734333,0.373433333,0.576583333,2012-04-26 00:00,1899-12-30 18:40:00,H2O Brown high turbidity,270,91,4,1,,,0,1,0,0,0,0,1
59,34.762,-151,22.765,59.57936667,-151.3794167,0.379416667,0.579366667,2012-04-26 00:00,1899-12-30 18:49:00,,271,91,5,1,,,0,0,0,0,0,0,1
59,34.941,-151,23.123,59.58235,-151.3853833,0.385383333,0.58235,2012-04-26 00:00,1899-12-30 18:57:00,,272,91,6,1,,,0,0,0,0,0,0,1
59,35.154,-151,23.405,59.5859,-151.3900833,0.390083333,0.5859,2012-04-26 00:00,1899-12-30 19:19:00,,273,91,7,1,,,0,0,0,0,0,0,1
59,35.348,-151,23.674,59.58913333,-151.3945667,0.394566667,0.589133333,2012-04-26 00:00,1899-12-30 19:29:00,Slack w/ lots of debris - loose front.  End CTD Time = 19:35,274,91,8,1,,,1,0,0,0,0,0,1
59,35.544,-151,23.967,59.5924,-151.39945,0.39945,0.5924,2012-04-26 00:00,1899-12-30 19:38:00,End CTD Time 19:43,275,91,9,1,,,0,0,0,0,0,0,1
59,35.74,-151,24.26,59.59566667,-151.4043333,0.404333333,0.595666667,2012-04-26 00:00,1899-12-30 19:56:00,,276,91,10,1,,,0,0,0,0,0,0,1
,,,,,,,,2012-05-02 00:00,1899-12-30 18:28:00,H20 turbid,37,74,13,2,,,0,1,0,0,0,0,1
,,,,,,,,2012-05-02 00:00,1899-12-30 14:53:00,mesh on Bongo folded up on retrieval,84,77,7,3,,,0,0,0,0,0,0,1
59,29.522,-151,39.001,59.49203333,-151.6500167,0.650016667,0.492033333,2012-05-02 00:00,1899-12-30 13:16:00,Lots of plankton,78,77,1,3,,,0,0,0,0,0,0,1
59,30.485,-151,38.966,59.50808333,-151.6494333,0.649433333,0.508083333,2012-05-02 00:00,1899-12-30 13:25:00,,79,77,2,3,,,0,0,0,0,0,0,1
59,31.49,-151,38.948,59.52483333,-151.6491333,0.649133333,0.524833333,2012-05-02 00:00,1899-12-30 13:56:00,,80,77,3,3,,,0,0,0,0,0,0,1
59,32.524,-151,39.042,59.54206667,-151.6507,0.6507,0.542066667,2012-05-02 00:00,1899-12-30 14:08:00,reddish color to water,81,77,4,3,,,0,0,0,0,0,0,1
59,33.482,-151,39,59.55803333,-151.65,0.65,0.558033333,2012-05-02 00:00,1899-12-30 14:29:00,10 ft offset to ships transducer,82,77,5,3,,,0,0,0,0,0,0,1
59,34.495,-151,39.065,59.57491667,-151.6510833,0.651083333,0.574916667,2012-05-02 00:00,1899-12-30 14:43:00,,83,77,6,3,,,0,0,0,0,0,0,1
59,36.46,-151,38.994,59.60766667,-151.6499,0.6499,0.607666667,2012-05-02 00:00,1899-12-30 15:10:00,,85,77,8,3,,,0,0,0,0,0,0,1
59,37.505,-151,39.045,59.62508333,-151.65075,0.65075,0.625083333,2012-05-02 00:00,1899-12-30 15:21:00,,86,77,9,3,,,0,0,0,0,0,0,1
59,38.521,-151,39.002,59.64201667,-151.6500333,0.650033333,0.642016667,2012-05-02 00:00,1899-12-30 15:37:00,12 ft operating range - very shallow station.,87,77,10,3,,,0,0,0,0,0,0,1
59,46.83,-151,54.326,59.7805,-151.9054333,0.905433333,0.7805,2012-05-02 00:00,1899-12-30 17:56:00,2 knots current. Dropped 3-17 too shallow,34,74,16,2,,,0,0,0,0,0,0,1
59,47.362,-151,56.202,59.78936667,-151.9367,0.9367,0.789366667,2012-05-02 00:00,1899-12-30 18:08:00,current 1.9 knts; drift on station,35,74,15,2,,,0,0,0,0,0,0,1
59,47.889,-151,57.589,59.79815,-151.9598167,0.959816667,0.79815,2012-05-02 00:00,1899-12-30 18:16:00,current 1.2 knots.  Driftrace,36,74,14,2,,,0,0,0,0,0,0,1
59,49.628,-152,2.431,59.82713333,-152.0405167,0.040516667,0.827133333,2012-05-02 00:00,1899-12-30 18:52:00,H2O very clear current 1.6 knots,38,74,12,2,,,0,0,0,0,0,0,1
59,50.719,-152,5.64,59.84531667,-152.094,0.094,0.845316667,2012-05-02 00:00,1899-12-30 21:07:00,flood current. Very clear H20,39,74,11,2,,,0,0,0,0,0,0,1
59,51.738,-152,8.727,59.8623,-152.14545,0.14545,0.8623,2012-05-02 00:00,1899-12-30 21:23:00,Flood tide.  Super clear H2O,40,74,10,2,,,0,0,0,0,0,0,1
59,52.825,-152,12.068,59.88041667,-152.2011333,0.201133333,0.880416667,2012-05-02 00:00,1899-12-30 21:41:00,more turbid,41,74,9,2,,,0,0,0,0,0,0,1
59,54.132,-152,15.176,59.9022,-152.2529333,0.252933333,0.9022,2012-05-02 00:00,1899-12-30 21:58:00,1.2-1.5 Flood current; drift from CTD transects;  plankton tows,42,74,8,2,,,0,0,0,0,0,0,1
59,55.138,-152,18.482,59.91896667,-152.3080333,0.308033333,0.918966667,2012-05-02 00:00,1899-12-30 22:21:00,current 1.0-1.2 kn,43,74,7,2,,,0,0,0,0,0,0,1
59,56.357,-152,22.008,59.93928333,-152.3668,0.3668,0.939283333,2012-05-02 00:00,1899-12-30 22:42:00,lots of current 2.1-2.3 kn.  Drift off station due to current,44,74,6,2,,,0,0,0,0,0,0,1
59,57.525,-152,25.27,59.95875,-152.4211667,0.421166667,0.95875,2012-05-02 00:00,1899-12-30 23:02:00,very turbid 1/2m version. CTD current 2.6-3.0.  lots of drift,45,74,5,2,,,0,1,0,0,0,0,1
59,59.248,-152,30.576,59.98746667,-152.5096,0.5096,0.987466667,2012-05-02 00:00,1899-12-30 23:34:00,very turbid; 2.5 - 3 knot current,31,74,3,2,,,0,1,0,0,0,0,1
59,59.257,-152,28.938,59.98761667,-152.4823,0.4823,0.987616667,2012-05-02 00:00,1899-12-30 23:19:00,very turbid. Current 2.5-3 knots,30,74,4,2,,,0,1,0,0,0,0,1
59,59.784,-152,32.14,59.9964,-152.5356667,0.535666667,0.9964,2012-05-02 00:00,1899-12-30 23:44:00,very turbid.  Current 1.9 knots,32,74,2,2,,,0,1,0,0,0,0,1
60,0.46,-152,33.956,60.00766667,-152.5659333,0.565933333,0.007666667,2012-05-02 00:00,1899-12-30 23:56:00,current 1.7 knots,33,74,1,2,,,0,0,0,0,0,0,1
58,55.802,-152,59.581,58.93003333,-152.9930167,0.993016667,0.930033333,2012-05-03 00:00,1899-12-30 23:55:00,current W 0.7 kt.  Clear water,140,82,22,2,,,0,0,1,0,0,0,1
58,56.753,-152,56.274,58.94588333,-152.9379,0.9379,0.945883333,2012-05-03 00:00,1899-12-30 23:34:00,Current SW 0.7 kt,139,82,21,2,,,0,0,1,0,0,0,1
58,57.466,-152,52.813,58.95776667,-152.8802167,0.880216667,0.957766667,2012-05-03 00:00,1899-12-30 23:14:00,Current SSW 0.5 kt,138,82,20,2,,,0,0,1,0,0,0,1
58,58.412,-152,49.627,58.97353333,-152.8271167,0.827116667,0.973533333,2012-05-03 00:00,1899-12-30 22:54:00,current WNW 0.7 kt,137,82,19,2,,,0,0,1,0,0,0,1
58,59.271,-152,46.451,58.98785,-152.7741833,0.774183333,0.98785,2012-05-03 00:00,1899-12-30 22:32:00,current w 0.8 kt,136,82,18,2,,,0,0,1,0,0,0,1
59,0.124,-152,43.217,59.00206667,-152.7202833,0.720283333,0.002066667,2012-05-03 00:00,1899-12-30 22:13:00,current W 1kt,135,82,17,2,,,0,0,0,0,0,0,1
59,1.034,-152,39.919,59.01723333,-152.6653167,0.665316667,0.017233333,2012-05-03 00:00,1899-12-30 21:54:00,current NW 0.7 kt,134,82,16,2,,,0,0,0,0,0,0,1
59,1.814,-152,36.66,59.03023333,-152.611,0.611,0.030233333,2012-05-03 00:00,1899-12-30 21:36:00,current WNW 1.1 kt.  Lost signal,133,82,15,2,,,0,0,0,0,0,0,1
59,2.695,-152,33.352,59.04491667,-152.5558667,0.555866667,0.044916667,2012-05-03 00:00,1899-12-30 21:20:00,"current West 1 kt.  Lost signal, not full cast ~110m",132,82,14,2,,,0,0,0,0,0,0,1
59,3.59,-152,30.016,59.05983333,-152.5002667,0.500266667,0.059833333,2012-05-03 00:00,1899-12-30 21:03:00,current west 0.7 kt,131,82,13,2,,,0,0,0,0,0,0,1
59,4.482,-152,26.71,59.0747,-152.4451667,0.445166667,0.0747,2012-05-03 00:00,1899-12-30 20:45:00,current:  West 1 kt,130,82,12,2,,,0,0,0,0,0,0,1
59,5.344,-152,23.423,59.08906667,-152.3903833,0.390383333,0.089066667,2012-05-03 00:00,1899-12-30 20:22:00,clear water,129,82,11,2,,,0,0,0,0,0,0,1
59,6.227,-152,20.133,59.10378333,-152.33555,0.33555,0.103783333,2012-05-03 00:00,1899-12-30 20:05:00,current NW 0.4 kt.  Clear water,128,82,10,2,,,0,0,0,0,0,0,1
59,7.109,-152,16.929,59.11848333,-152.28215,0.28215,0.118483333,2012-05-03 00:00,1899-12-30 19:48:00,"Lost signal, not fll cast ~110m.  Current SW 1 kt.",127,82,9,2,,,0,0,0,0,0,0,1
59,7.942,-152,13.69,59.13236667,-152.2281667,0.228166667,0.132366667,2012-05-03 00:00,1899-12-30 19:31:00,current SW 1.2 kt,126,82,8,2,,,0,0,0,0,0,0,1
59,8.854,-152,10.361,59.14756667,-152.1726833,0.172683333,0.147566667,2012-05-03 00:00,1899-12-30 19:15:00,kelp spotted before station.  Current SW 1 kt,125,82,7,2,,,0,0,0,0,0,0,1
59,9.712,-152,7.016,59.16186667,-152.1169333,0.116933333,0.161866667,2012-05-03 00:00,1899-12-30 18:55:00,current SE 0.7 kt,124,82,6,2,,,0,0,0,0,0,0,1
59,10.549,-152,3.694,59.17581667,-152.0615667,0.061566667,0.175816667,2012-05-03 00:00,1899-12-30 18:28:00,,123,82,5,2,,,0,0,0,0,0,0,1
59,11.396,-152,0.347,59.18993333,-152.0057833,0.005783333,0.189933333,2012-05-03 00:00,1899-12-30 18:11:00,current = 0.9kn,122,82,4,2,,,0,0,0,0,0,0,1
59,11.816,-151,58.682,59.19693333,-151.9780333,0.978033333,0.196933333,2012-05-03 00:00,1899-12-30 18:00:00,1.5 hrs to flood tide.  Current = 0.9kn,121,82,3,2,,,0,0,0,0,0,0,1
59,12.342,-151,57.052,59.2057,-151.9508667,0.950866667,0.2057,2012-05-03 00:00,1899-12-30 17:48:00,current 1.2 kn,120,82,2,2,,,0,0,0,0,0,0,1
59,12.685,-151,55.464,59.21141667,-151.9244,0.9244,0.211416667,2012-05-03 00:00,1899-12-30 17:37:00,mod. Turbidity.  Ebb tide.,119,82,1,2,,,0,0,0,0,0,0,1
59,18.608,-152,4.046,59.31013333,-152.0674333,0.067433333,0.310133333,2012-05-03 00:00,1899-12-30 16:18:00,"current, 2.5 kt set to SSW.  Bull kelp in water between 7-21 and 7-22.",236,87,22,2,,,0,0,0,0,0,0,1
59,18.616,-152,5.861,59.31026667,-152.0976833,0.097683333,0.310266667,2012-05-03 00:00,1899-12-30 16:06:00,current 2kts set to south (strong ebb)  3 orcas between station 20&21 (near 21) clear water,235,87,21,2,,,0,0,0,0,1,0,1
59,18.702,-152,7.832,59.3117,-152.1305333,0.130533333,0.3117,2012-05-03 00:00,1899-12-30 15:50:00,H2O still clear.  Good tow for zoop;  larger plankton,234,87,20,2,,,0,0,0,0,0,0,1
59,18.746,-152,1.971,59.31243333,-152.03285,0.03285,0.312433333,2012-05-03 00:00,1899-12-30 16:30:00,Note:  need to move 7-23 offshore of rip area or eliminate.  Hit rip area ~ halfway between 7-22 and 7-23.  Lots of mixed wave chop.  Took pictures.  Station is in max rip zone.  CTD deployed consevatively nad are at 40 deg angle.  Will not do sta 7-24.,237,87,23,2,,,0,0,0,0,0,0,1
59,18.971,-152,15.568,59.31618333,-152.2594667,0.259466667,0.316183333,2012-05-03 00:00,1899-12-30 15:19:00,current ~0.5kt set to SE (feeling ebb)  CTD may have stopped short - last on sonar. Still clear water.,233,87,18,2,,,0,0,0,0,0,0,1
59,19.17,-152,23.29,59.3195,-152.3881667,0.388166667,0.3195,2012-05-03 00:00,1899-12-30 14:52:00,very calm seas w/ swell 3 ft (occasional  5 ft)  from south.  Current slight set to east (<0.5 kt)  still clear water,232,87,16,4,,,0,0,0,0,0,0,1
59,19.481,-152,31.152,59.32468333,-152.5192,0.5192,0.324683333,2012-05-03 00:00,1899-12-30 14:21:00,super clear H2O.  Current 0.7 - 1 kn.  208 ft off station,231,87,14,2,,,0,0,0,0,0,0,1
59,19.811,-152,39.03,59.33018333,-152.6505,0.6505,0.330183333,2012-05-03 00:00,1899-12-30 13:51:00,Doing every other station until 7-20 to save time.  Current ~.4kt to NE set,384,87,12,2,,,0,0,0,0,0,0,1
59,19.984,-152,46.839,59.33306667,-152.78065,0.78065,0.333066667,2012-05-03 00:00,1899-12-30 13:17:00,~1.5kts current set to NE.  Larger zooplankton @ this site.  H2O very clear.,230,87,10,2,,,0,0,0,0,0,0,1
59,20.142,-152,50.835,59.3357,-152.84725,0.84725,0.3357,2012-05-03 00:00,1899-12-30 12:59:00,nice clear H2O @ station.  Current ~1.0kn.  More whales to the right (south),229,87,9,2,,,0,0,0,0,1,0,1
59,20.314,-152,54.744,59.33856667,-152.9124,0.9124,0.338566667,2012-05-03 00:00,1899-12-30 12:41:00,current 1.2 kn.  Set to NW.  Some turbidity,228,87,8,2,,,0,0,0,0,0,0,1
59,20.483,-152,58.629,59.34138333,-152.97715,0.97715,0.341383333,2012-05-03 00:00,1899-12-30 12:21:00,set to NW.  0.9 current = 35 ft off station.  Humpback whale on way to station.,227,87,7,2,,,0,0,0,0,1,0,1
59,20.566,-153,2.566,59.34276667,-153.0427667,0.042766667,0.342766667,2012-05-03 00:00,1899-12-30 12:04:00,current - 1.3 kn drift,226,87,6,2,,,0,0,0,0,0,0,1
59,20.607,-153,6.442,59.34345,-153.1073667,0.107366667,0.34345,2012-05-03 00:00,1899-12-30 11:46:00,current ~ 1.5-2kn,225,87,5,2,,,0,0,0,0,0,0,1
59,20.912,-153,10.568,59.34853333,-153.1761333,0.176133333,0.348533333,2012-05-03 00:00,1899-12-30 11:21:00,fair bit of drift.  1.5 -2 kn current,224,87,4,2,,,0,0,0,0,0,0,1
59,20.933,-153,16.116,59.34888333,-153.2686,0.2686,0.348883333,2012-05-03 00:00,1899-12-30 10:52:00,Lite current drag 0.3 kn,222,87,2,2,,,0,0,0,0,0,0,1
59,21.006,-153,18.187,59.3501,-153.3031167,0.303116667,0.3501,2012-05-03 00:00,1899-12-30 10:42:00,slack tide - no current,221,87,1,2,,,0,0,0,0,0,0,1
59,21.438,-153,14.283,59.3573,-153.23805,0.23805,0.3573,2012-05-03 00:00,1899-12-30 11:00:00,Flood tide now,223,87,3,2,,,0,0,0,0,0,0,1
58,52.001,-153,13.992,58.86668333,-153.2332,0.2332,0.866683333,2012-05-04 00:00,1899-12-30 01:42:00,"Drop #28, offset #27 shallower",145,82,27,2,,,0,0,0,0,0,0,1
58,52.799,-153,11.031,58.87998333,-153.18385,0.18385,0.879983333,2012-05-04 00:00,1899-12-30 01:20:00,current SW 0.4 kt.  Turbid water,144,82,26,2,,,0,1,0,0,0,0,1
58,53.229,-153,9.375,58.88715,-153.15625,0.15625,0.88715,2012-05-04 00:00,1899-12-30 01:01:00,Turbid water,143,82,25,2,,,0,1,0,0,0,0,1
58,54.131,-153,6.12,58.90218333,-153.102,0.102,0.902183333,2012-05-04 00:00,1899-12-30 00:39:00,current N 0.4 kt. Turbid water,142,82,24,2,,,0,1,0,0,0,0,1
58,54.945,-153,2.869,58.91575,-153.0478167,0.047816667,0.91575,2012-05-04 00:00,1899-12-30 00:18:00,Current N 0.4 kt,141,82,23,2,,,0,0,0,0,0,0,1
,,,,,,,,2012-05-31 00:00,1899-12-30 16:53:00,secchi depth: 3.25m,287,93,10,2,,,0,0,0,0,0,0,1
,,,,,,,,2012-05-31 00:00,1899-12-30 17:21:00,,288,93,7,2,,,0,0,0,0,0,0,1
,,,,,,,,2012-05-31 00:00,1899-12-30 17:05:00,,289,93,9,2,,,0,0,0,0,0,0,1
,,,,,,,,2012-05-31 00:00,1899-12-30 17:30:00,secchi:  2.75,291,93,6,2,,,0,0,0,0,0,0,1
,,,,,,,,2012-05-31 00:00,1899-12-30 17:13:00,,292,93,8,2,,,0,0,0,0,0,0,1
,,,,,,,,2012-05-31 00:00,1899-12-30 17:47:00,,293,93,5,2,,,0,0,0,0,0,0,1
,,,,,,,,2012-05-31 00:00,1899-12-30 17:55:00,,294,93,4,2,,,0,0,0,0,0,0,1
,,,,,,,,2012-05-31 00:00,1899-12-30 18:03:00,,295,93,3,2,,,0,0,0,0,0,0,1
,,,,,,,,2012-05-31 00:00,1899-12-30 18:11:00,,296,93,2,2,,,0,0,0,0,0,0,1
,,,,,,,,2012-05-31 00:00,1899-12-30 18:18:00,,297,93,1,2,,,0,0,0,0,0,0,1
59,29.527,-151,38.992,59.49211667,-151.6498667,0.649866667,0.492116667,2012-05-31 00:00,1899-12-30 13:27:00,,1151,169,101,,0,5,0,0,0,0,0,0,1
59,29.539,-151,38.924,59.49231667,-151.6487333,0.648733333,0.492316667,2012-05-31 00:00,1899-12-30 18:29:00,,1161,170,1,,2,10,0,0,0,0,0,0,1
59,29.54,-151,39,59.49233333,-151.65,0.65,0.492333333,2012-05-31 00:00,1899-12-30 11:01:00,,1140,169,1,,0,5,0,0,0,0,0,0,1
59,30.496,-151,38.989,59.50826667,-151.6498167,0.649816667,0.508266667,2012-05-31 00:00,1899-12-30 18:13:00,,1160,170,2,,2,10,0,0,0,0,0,0,1
59,30.5,-151,38.92,59.50833333,-151.6486667,0.648666667,0.508333333,2012-05-31 00:00,1899-12-30 11:19:00,,1141,169,2,,0,5,0,0,0,0,0,0,1
59,31.488,-151,39.001,59.5248,-151.6500167,0.650016667,0.5248,2012-05-31 00:00,1899-12-30 13:13:00,,1150,169,100,,0,5,0,0,0,0,0,0,1
59,31.5,-151,39,59.525,-151.65,0.65,0.525,2012-05-31 00:00,1899-12-30 17:55:00,,1159,170,3,,2,10,0,0,0,0,0,0,1
59,31.51,-151,38.95,59.52516667,-151.6491667,0.649166667,0.525166667,2012-05-31 00:00,1899-12-30 11:32:00,,1142,169,3,,0,5,0,0,0,0,0,0,1
59,32.513,-151,39,59.54188333,-151.65,0.65,0.541883333,2012-05-31 00:00,1899-12-30 17:44:00,,1158,170,4,,2,10,0,0,0,0,0,0,1
59,32.55,-151,38.98,59.5425,-151.6496667,0.649666667,0.5425,2012-05-31 00:00,1899-12-30 11:50:00,,1143,169,4,,0,5,0,0,0,0,0,0,1
59,33.481,-151,39.021,59.55801667,-151.65035,0.65035,0.558016667,2012-05-31 00:00,1899-12-30 17:34:00,,1157,170,5,,2,10,0,0,0,0,0,0,1
59,33.516,-151,38.989,59.5586,-151.6498167,0.649816667,0.5586,2012-05-31 00:00,1899-12-30 12:00:00,,1144,169,5,,0,5,0,0,0,0,0,0,1
59,34.216,-151,21.482,59.57026667,-151.3580333,0.358033333,0.570266667,2012-05-31 00:00,1899-12-30 11:15:00,High - Slack.  Secchi 4.05m,277,92,1,2,,,0,0,0,0,0,0,1
59,34.47,-151,21.801,59.5745,-151.36335,0.36335,0.5745,2012-05-31 00:00,1899-12-30 11:32:00,,278,92,2,2,,,0,0,0,0,0,0,1
59,34.47,-151,22.149,59.5745,-151.36915,0.36915,0.5745,2012-05-31 00:00,1899-12-30 11:41:00,,279,92,3,2,,,0,0,0,0,0,0,1
59,34.488,-151,39.073,59.5748,-151.6512167,0.651216667,0.5748,2012-05-31 00:00,1899-12-30 17:23:00,,1156,170,6,,2,10,0,0,0,0,0,0,1
59,34.513,-151,39.006,59.57521667,-151.6501,0.6501,0.575216667,2012-05-31 00:00,1899-12-30 12:09:00,,1145,169,6,,0,5,0,0,0,0,0,0,1
59,34.587,-151,22.407,59.57645,-151.37345,0.37345,0.57645,2012-05-31 00:00,1899-12-30 11:57:00,possible double sample: @ 11:50 and 11:59,280,92,4,2,,,0,0,0,0,0,0,1
59,34.762,-151,22.765,59.57936667,-151.3794167,0.379416667,0.579366667,2012-05-31 00:00,1899-12-30 12:08:00,,281,92,5,2,,,0,0,0,0,0,0,1
59,34.945,-151,23.101,59.58241667,-151.3850167,0.385016667,0.582416667,2012-05-31 00:00,1899-12-30 12:15:00,secchi depth: 3.35m,282,92,6,2,,,0,0,0,0,0,0,1
59,35.15,-151,23.376,59.58583333,-151.3896,0.3896,0.585833333,2012-05-31 00:00,1899-12-30 12:40:00,,283,92,7,2,,,0,0,0,0,0,0,1
59,35.351,-151,23.661,59.58918333,-151.39435,0.39435,0.589183333,2012-05-31 00:00,1899-12-30 12:49:00,,285,92,8,2,,,0,0,0,0,0,0,1
59,35.511,-151,39.044,59.59185,-151.6507333,0.650733333,0.59185,2012-05-31 00:00,1899-12-30 17:12:00,,1155,170,7,,2,10,0,0,0,0,0,0,1
59,35.549,-151,23.953,59.59248333,-151.3992167,0.399216667,0.592483333,2012-05-31 00:00,1899-12-30 12:57:00,,286,92,9,2,,,0,0,0,0,0,0,1
59,35.561,-151,39.016,59.59268333,-151.6502667,0.650266667,0.592683333,2012-05-31 00:00,1899-12-30 12:20:00,,1146,169,7,,0,5,0,0,0,0,0,0,1
59,35.761,-151,24.228,59.59601667,-151.4038,0.4038,0.596016667,2012-05-31 00:00,1899-12-30 13:09:00,secchi = 3.375 m,284,92,10,2,,,0,0,0,0,0,0,1
