SurveyName,Year,monthNominal,Match_Name,Transect,Station,Date_isotxt,Time,Cast#,Depth,Type,Lat_ddN,Lon_ddW
"S2023-03","2023","3","AlongBay_4","AlongBay","4","2023-03-28","14:33:00","183","152","CTD","59","151"
"S2023-03","2023","3","AlongBay_3","AlongBay","3","2023-03-28","14:58:00","184","108","CTD","59","151"
"S2023-03","2023","3","AlongBay_3","AlongBay","3","2023-03-28","15:00:00","","98","Nutrients","59","151"
"S2023-03","2023","3","AlongBay_2","AlongBay","2","2023-03-28","15:18:00","185","122","CTD","59","151"
"S2023-03","2023","3","9_1","9","1","2023-03-28","15:57:00","186","44","CTD","59","151"
"S2023-03","2023","3","9_2","9","2","2023-03-28","16:03:00","187","73","CTD","59","151"
"S2023-03","2023","3","9_3","9","3","2023-03-28","16:10:00","188","92","CTD","59","151"
"S2023-03","2023","3","9_4","9","4","2023-03-28","16:18:00","189","95","CTD","59","151"
"S2023-03","2023","3","9_5","9","5","2023-03-28","16:27:00","190","96","CTD","59","151"
"S2023-03","2023","3","9_6","9","6","2023-03-28","16:35:00","191","100","CTD","59","151"
"S2023-03","2023","3","9_8","9","8","2023-03-28","16:51:00","193","92","CTD","59","151"
"S2023-03","2023","3","9_9","9","9","2023-03-28","16:59:00","194","79","CTD","59","151"
"S2023-03","2023","3","9_10","9","10","2023-03-28","17:07:00","195","61","CTD","59","151"
"S2023-03","2023","3","9_7","9","7","2023-03-28","16:43:00","192","100","CTD","59","151"
"S2023-04","2023","4","AlongBay_1","AlongBay","1","2023-04-21","11:20:00","196","67","CTD","59","151"
"S2023-04","2023","4","AlongBay_2","AlongBay","2","2023-04-21","11:37:00","197","122","CTD","59","151"
"S2023-04","2023","4","AlongBay_3","AlongBay","3","2023-04-21","11:51:00","198","107","CTD","59","151"
"S2023-04","2023","4","AlongBay_3","AlongBay","3","2023-04-21","11:53:00","","105","Nutrients","59","151"
"S2023-04","2023","4","AlongBay_3","AlongBay","3","2023-04-21","11:56:00","","0","Phytoplankton","59","151"
"S2023-04","2023","4","AlongBay_4","AlongBay","4","2023-04-21","12:15:00","199","154","CTD","59","151"
"S2023-04","2023","4","AlongBay_5","AlongBay","5","2023-04-21","12:31:00","200","173","CTD","59","151"
"S2023-04","2023","4","AlongBay_6","AlongBay","6","2023-04-21","12:47:00","201","100","CTD","59","151"
"S2023-04","2023","4","AlongBay_7","AlongBay","7","2023-04-21","13:08:00","202","146","CTD","59","151"
"S2023-04","2023","4","AlongBay_8","AlongBay","8","2023-04-21","13:21:00","203","81","CTD","59","151"
"S2023-04","2023","4","AlongBay_9","AlongBay","9","2023-04-21","13:31:00","204","67","CTD","59","151"
"S2023-04","2023","4","AlongBay_10","AlongBay","10","2023-04-21","13:47:00","205","64","CTD","59","151"
"S2023-04","2023","4","AlongBay_11","AlongBay","11","2023-04-21","14:05:00","206","56","CTD","59","151"
"S2023-04","2023","4","AlongBay_12","AlongBay","12","2023-04-21","14:15:00","207","80","CTD","59","151"
"S2023-04","2023","4","AlongBay_13","AlongBay","13","2023-04-21","14:27:00","208","30","CTD","59","151"
"S2023-04","2023","4","9_1","9","1","2023-04-22","10:26:00","209","50","CTD","59","151"
"S2023-04","2023","4","9_1","9","1","2023-04-22","10:35:00","1","54","CTD","59","151"
"S2023-04","2023","4","9_2","9","2","2023-04-22","10:42:00","2","72","CTD","59","151"
"S2023-04","2023","4","9_3","9","3","2023-04-22","10:49:00","3","90","CTD","59","151"
"S2023-04","2023","4","9_4","9","4","2023-04-22","10:58:00","4","92","CTD","59","151"
"S2023-04","2023","4","9_5","9","5","2023-04-22","11:07:00","5","93","CTD","59","151"
"S2023-04","2023","4","9_6","9","6","2023-04-22","11:15:00","6","98","CTD","59","151"
"S2023-04","2023","4","9_7","9","7","2023-04-22","11:24:00","7","97","CTD","59","151"
"S2023-04","2023","4","9_8","9","8","2023-04-22","11:33:00","8","90","CTD","59","151"
"S2023-04","2023","4","9_9","9","9","2023-04-22","11:41:00","9","78","CTD","59","151"
"S2023-04","2023","4","9_10","9","10","2023-04-22","11:49:00","10","60","CTD","59","151"
"S2023-04","2023","4","9_10","9","10","2023-04-22","11:56:00","210","70","CTD","59","151"
"S2023-05","2023","5","AlongBay_13","AlongBay","13","2023-05-12","11:30:00","02","28","CTD","59","151"
"S2023-05","2023","5","AlongBay_12","AlongBay","12","2023-05-12","11:41:00","03","76.6","CTD","59","151"
"S2023-05","2023","5","AlongBay_11","AlongBay","11","2023-05-12","11:52:00","04","55","CTD","59","151"
"S2023-05","2023","5","AlongBay_10","AlongBay","10","2023-05-12","12:02:00","05","62","CTD","59","151"
"S2023-05","2023","5","AlongBay_10","AlongBay","10","2023-05-12","12:05:00","","60","Nutrients","59","151"
"S2023-05","2023","5","AlongBay_10","AlongBay","10","2023-05-12","12:05:00","","surface","Phytoplankton","59","151"
"S2023-05","2023","5","AlongBay_9","AlongBay","9","2023-05-12","12:18:00","06","68","CTD","59","151"
"S2023-05","2023","5","AlongBay_8","AlongBay","8","2023-05-12","12:27:00","07","85","CTD","59","151"
"S2023-05","2023","5","AlongBay_7","AlongBay","7","2023-05-12","12:38:00","08","146","CTD","59","151"
"S2023-05","2023","5","AlongBay_6","AlongBay","6","2023-05-12","12:50:00","09","100","CTD","59","151"
"S2023-05","2023","5","AlongBay_6","AlongBay","6","2023-05-12","12:52:00","","95","Nutrients","59","151"
"S2023-05","2023","5","AlongBay_6","AlongBay","6","2023-05-12","15:52:00","","0","Phytoplankton","59","151"
"S2023-05","2023","5","AlongBay_5","AlongBay","5","2023-05-12","13:12:00","10","173","CTD","59","151"
"S2023-05","2023","5","AlongBay_4","AlongBay","4","2023-05-12","13:27:00","11","153","CTD","59","151"
"S2023-05","2023","5","AlongBay_3","AlongBay","3","2023-05-12","13:46:00","12","107","CTD","59","151"
"S2023-05","2023","5","AlongBay_3","AlongBay","3","2023-05-12","13:48:00","","","Nutrients","59","151"
"S2023-05","2023","5","AlongBay_3","AlongBay","3","2023-05-12","13:48:00","","","Phytoplankton","59","151"
"S2023-05","2023","5","AlongBay_2","AlongBay","2","2023-05-12","14:04:00","13","122","CTD","59","151"
"S2023-05","2023","5","AlongBay_1","AlongBay","1","2023-05-12","14:28:00","14","71","CTD","59","151"
"S2023-05","2023","5","AlongBay_POGI","AlongBay","POGI","2023-05-12","14:51:00","15","93","CTD","59","151"
"S2023-05","2023","5","AlongBay_PGRM","AlongBay","PGRM","2023-05-12","15:09:00","16","61","CTD","59","152"
"S2023-05","2023","5","7_22","7","22","2023-05-12","15:29:00","17","74","CTD","59","152"
"S2023-05","2023","5","6_3","6","3","2023-05-12","15:56:00","18","106","CTD","59","151"
"S2023-05","2023","5","4_10","4","10","2023-05-13","10:35:00","19","18","CTD","59","151"
"S2023-05","2023","5","4_10","4","10","2023-05-13","10:38:00","20","18","CTD","59","151"
"S2023-05","2023","5","4_9","4","9","2023-05-13","10:44:00","21","28","CTD","59","151"
"S2023-05","2023","5","4_8","4","8","2023-05-13","10:53:00","22","30","CTD","59","151"
"S2023-05","2023","5","4_7","4","7","2023-05-13","11:02:00","23","37","CTD","59","151"
"S2023-05","2023","5","4_6","4","6","2023-05-13","11:11:00","24","64","CTD","59","151"
"S2023-05","2023","5","4_5","4","5","2023-05-13","11:22:00","25","80.5","CTD","59","151"
"S2023-05","2023","5","4_4","4","4","2023-05-13","11:33:00","26","89","CTD","59","151"
"S2023-05","2023","5","4_3","4","3","2023-05-13","11:43:00","27","110","CTD","59","151"
"S2023-05","2023","5","4_2","4","2","2023-05-13","11:54:00","28","99","CTD","59","151"
"S2023-05","2023","5","4_1","4","1","2023-05-13","12:04:00","29","19","CTD","59","151"
"S2023-05","2023","5","9_1","9","1","2023-05-13","12:38:00","30","65","CTD","59","151"
"S2023-05","2023","5","9_2","9","2","2023-05-13","12:44:00","31","77","CTD","59","151"
"S2023-05","2023","5","9_3","9","3","2023-05-13","12:51:00","32","93","CTD","59","151"
"S2023-05","2023","5","9_4","9","4","2023-05-13","12:58:00","33","95","CTD","59","151"
"S2023-05","2023","5","9_5","9","5","2023-05-13","13:06:00","34","98","CTD","59","151"
"S2023-05","2023","5","9_6","9","6","2023-05-13","13:14:00","35","101","CTD","59","151"
"S2023-05","2023","5","9_7","9","7","2023-05-13","13:21:00","36","100","CTD","59","151"
"S2023-05","2023","5","9_8","9","8","2023-05-13","13:28:00","37","93","CTD","59","151"
"S2023-05","2023","5","9_9","9","9","2023-05-13","13:36:00","38","80","CTD","59","151"
"S2023-05","2023","5","9_10","9","10","2023-05-13","13:42:00","39","61","CTD","59","151"
"S2023-06","2023","6","AlongBay_13","AlongBay","13","2023-06-23","11:22:00","40","26","CTD","59","151"
"S2023-06","2023","6","AlongBay_12","AlongBay","12","2023-06-23","11:35:00","41","76","CTD","59","151"
"S2023-06","2023","6","AlongBay_11","AlongBay","11","2023-06-23","11:46:00","42","52","CTD","59","151"
"S2023-06","2023","6","AlongBay_10","AlongBay","10","2023-06-23","11:59:00","43","60","CTD","59","151"
"S2023-06","2023","6","AlongBay_9","AlongBay","9","2023-06-23","12:15:00","44","65","CTD","59","151"
"S2023-06","2023","6","AlongBay_8","AlongBay","8","2023-06-23","12:26:00","45","78","CTD","59","151"
"S2023-06","2023","6","AlongBay_7","AlongBay","7","2023-06-23","12:39:00","46","144","CTD","59","151"
"S2023-06","2023","6","AlongBay_6","AlongBay","6","2023-06-23","12:51:00","47","99","CTD","59","151"
"S2023-06","2023","6","AlongBay_5","AlongBay","5","2023-06-23","13:12:00","48","172","CTD","59","151"
"S2023-06","2023","6","AlongBay_4","AlongBay","4","2023-06-23","13:28:00","49","153","CTD","59","151"
"S2023-06","2023","6","AlongBay_3","AlongBay","3","2023-06-23","13:48:00","50","107","CTD","59","151"
"S2023-06","2023","6","AlongBay_2","AlongBay","2","2023-06-23","14:05:00","51","121","CTD","59","151"
"S2023-06","2023","6","AlongBay_1","AlongBay","1","2023-06-23","14:27:00","52","71","CTD","59","151"
"S2023-06","2023","6","9_1","9","1","2023-06-23","15:13:00","53","62","CTD","59","151"
"S2023-06","2023","6","9_2","9","2","2023-06-23","15:20:00","54","","CTD","59","151"
"S2023-06","2023","6","9_3","9","3","2023-06-23","15:27:00","55","93","CTD","59","151"
"S2023-06","2023","6","9_4","9","4","2023-06-23","15:33:00","56","95","CTD","59","151"
"S2023-06","2023","6","9_5","9","5","2023-06-23","15:41:00","57","97","CTD","59","151"
"S2023-06","2023","6","9_6","9","6","2023-06-23","15:48:00","58","101","CTD","59","151"
"S2023-06","2023","6","9_7","9","7","2023-06-23","15:55:00","59","100","CTD","59","151"
"S2023-06","2023","6","9_8","9","8","2023-06-23","16:02:00","60","93","CTD","59","151"
"S2023-06","2023","6","9_9","9","9","2023-06-23","16:10:00","61","80","CTD","59",""
"S2023-06","2023","6","9_10","9","10","2023-06-23","16:17:00","62","61","CTD","59","151"
"S2023-07","2023","7","6_2","6","2","2023-07-24","11:14:00","111","50","CTD","59","151"
"S2023-07","2023","7","7_21","7","21","2023-07-24","11:55:00","112","75","CTD","59","152"
"S2023-07","2023","7","AlongBay_PGRM","AlongBay","PGRM","2023-07-24","12:22:00","113","66","CTD","59","152"
"S2023-07","2023","7","AlongBay_POGI","AlongBay","POGI","2023-07-24","12:37:00","114","104","CTD","59","152"
"S2023-07","2023","7","AlongBay_1","AlongBay","1","2023-07-24","12:56:00","115","73","CTD","59","151"
"S2023-07","2023","7","AlongBay_2","AlongBay","2","2023-07-24","13:15:00","116","125","CTD","59","151"
"S2023-07","2023","7","AlongBay_3","AlongBay","3","2023-07-24","13:30:00","117","109","CTD","59","15"
"S2023-07","2023","7","AlongBay_4","AlongBay","4","2023-07-24","13:48:00","118","155","CTD","59","151"
"S2023-07","2023","7","AlongBay_5","AlongBay","5","2023-07-24","14:04:00","119","171","CTD","59","151"
"S2023-07","2023","7","AlongBay_6","AlongBay","6","2023-07-24","14:21:00","120","101","CTD","59","151"
"S2023-07","2023","7","AlongBay_6","AlongBay","6","2023-07-24","14:22:00","","90","Nutrients","59","151"
"S2023-07","2023","7","AlongBay_7","AlongBay","7","2023-07-24","14:41:00","121","144","CTD","59","15"
"S2023-07","2023","7","AlongBay_8","AlongBay","8","2023-07-24","14:55:00","122","85","CTD","59","151"
"S2023-07","2023","7","AlongBay_9","AlongBay","9","2023-07-24","15:05:00","123","69","CTD","59","151"
"S2023-07","2023","7","AlongBay_10","AlongBay","10","2023-07-24","15:16:00","124","65","CTD","59","151"
"S2023-07","2023","7","AlongBay_10","AlongBay","10","2023-07-24","15:18:00","","0","Phytoplankton","59","151"
"S2023-07","2023","7","AlongBay_10","AlongBay","10","2023-07-24","15:20:00","","60","Nutrients","59","151"
"S2023-07","2023","7","AlongBay_11","AlongBay","11","2023-07-24","15:32:00","125","54.3","CTD","59","151"
"S2023-07","2023","7","AlongBay_12","AlongBay","12","2023-07-24","15:42:00","126","77","CTD","59","151"
"S2023-07","2023","7","AlongBay_13","AlongBay","13","2023-07-24","15:54:00","127","26.4","CTD","59","151"
"S2023-07","2023","7","4_10","4","10","2023-07-25","09:49:00","128","0","CTD","59","151"
"S2023-07","2023","7","4_10","4","10","2023-07-25","09:51:00","129","18","CTD","59","151"
"S2023-07","2023","7","4_9","4","9","2023-07-25","09:59:00","130","27","CTD","59","151"
"S2023-07","2023","7","4_8","4","8","2023-07-25","10:06:00","131","29.5","CTD","59","151"
"S2023-07","2023","7","4_7","4","7","2023-07-25","10:12:00","132","37","CTD","59","151"
"S2023-07","2023","7","4_6","4","6","2023-07-25","10:19:00","133","62","CTD","59","151"
"S2023-07","2023","7","4_5","4","5","2023-07-25","10:27:00","134","79","CTD","59","151"
"S2023-07","2023","7","4_4","4","4","2023-07-25","10:35:00","135","88","CTD","59","151"
"S2023-07","2023","7","4_3","4","3","2023-07-25","10:43:00","136","108","CTD","59","151"
"S2023-07","2023","7","4_3","4","3","2023-07-25","10:50:00","","100","Nutrients","59","151"
"S2023-07","2023","7","4_3","4","3","2023-07-25","10:45:00","","0","Phytoplankton","59","151"
"S2023-07","2023","7","4_2","4","2","2023-07-25","10:58:00","137","102","CTD","59","151"
"S2023-07","2023","7","4_1","4","1","2023-07-25","11:07:00","138","20","CTD","59","151"
"S2023-07","2023","7","9_1","9","1","2023-07-25","11:35:00","139","51","CTD","59","151"
"S2023-07","2023","7","9_2","9","2","2023-07-25","11:42:00","140","72","CTD","59","151"
"S2023-07","2023","7","9_3","9","3","2023-07-25","11:49:00","141","96","CTD","59","151"
"S2023-07","2023","7","9_4","9","4","2023-07-25","11:56:00","142","94","CTD","59","151"
"S2023-07","2023","7","9_5","9","5","2023-07-25","12:05:00","143","96","CTD","59","151"
"S2023-07","2023","7","9_6","9","6","2023-07-25","12:13:00","144","100","CTD","59","151"
"S2023-07","2023","7","9_7","9","7","2023-07-25","12:21:00","145","99","CTD","59","151"
"S2023-07","2023","7","9_8","9","8","2023-07-25","12:29:00","146","151","CTD","59","151"
"S2023-07","2023","7","9_9","9","9","2023-07-25","12:37:00","147","81","CTD","59","151"
"S2023-07","2023","7","9_10","9","10","2023-07-25","12:46:00","148","62","CTD","59","151"
"S2023-08","2023","8","AlongBay_1","AlongBay","1","2023-08-22","09:26:08","149","71.9","CTD","59.499805","-151.888236"
"S2023-08","2023","8","AlongBay_2","AlongBay","2","2023-08-22","09:48:37","150","122","CTD","59.517660","-151.728839"
"S2023-08","2023","8","AlongBay_3","AlongBay","3","2023-08-22","10:03:36","151","107","CTD","59.525043","-151.650885"
"S2023-08","2023","8","AlongBay_3","AlongBay","3","2023-08-22","10:10:00","","","Nutrients","59.525043","-151.650885"
"S2023-08","2023","8","AlongBay_4","AlongBay","4","2023-08-22","10:32:32","152","153","CTD","59.551648","-151.530839"
"S2023-08","2023","8","AlongBay_5","AlongBay","5","2023-08-22","10:47:40","153","170","CTD","59.563060","-151.460100"
"S2023-08","2023","8","AlongBay_6","AlongBay","6","2023-08-22","11:04:12","154","99","CTD","59.581928","-151.385114"
"S2023-08","2023","8","AlongBay_6","AlongBay","6","2023-08-22","","","","Nutrients","59.581928","-151.385114"
"S2023-08","2023","8","AlongBay_7","AlongBay","7","2023-08-22","11:19:42","155","144","CTD","59.591675","-151.349849"
"S2023-08","2023","8","AlongBay_8","AlongBay","8","2023-08-22","11:33:40","156","79","CTD","59.612608","-151.295373"
"S2023-08","2023","8","AlongBay_9","AlongBay","9","2023-08-22","11:44:33","157","65","CTD","59.631801","-151.250248"
"S2023-08","2023","8","AlongBay_10","AlongBay","10","2023-08-22","11:55:31","158","62","CTD","59.658155","-151.208431"
"S2023-08","2023","8","AlongBay_11","AlongBay","11","2023-08-22","12:10:53","159","53","CTD","59.686720","-151.165325"
"S2023-08","2023","8","AlongBay_12","AlongBay","12","2023-08-22","12:21:01","160","76","CTD","59.711792","-151.116471"
"S2023-08","2023","8","AlongBay_13","AlongBay","13","2023-08-22","12:32:32","161","24","CTD","59.741964","-151.056985"
"S2023-08","2023","8","9_1","9","1","2023-08-22","13:11:50","162","41","CTD","59.570016","-151.355605"
"S2023-08","2023","8","9_2","9","2","2023-08-22","13:23:59","163","71","CTD","59.571479","-151.361899"
"S2023-08","2023","8","9_3","9","3","2023-08-22","13:31:12","164","90","CTD","59.574284","-151.368857"
"S2023-08","2023","8","9_4","9","4","2023-08-22","13:38:31","165","93","CTD","59.576464","-151.373277"
"S2023-08","2023","8","9_5","9","5","2023-08-22","13:46:02","166","95","CTD","59.579106","-151.378886"
"S2023-08","2023","8","9_6","9","6","2023-08-22","13:54:18","167","99","CTD","59.582554","-151.385606"
"S2023-08","2023","8","9_7","9","7","2023-08-22","14:03:06","168","99","CTD","59.585528","-151.389428"
"S2023-08","2023","8","9_8","9","8","2023-08-22","14:12:11","169","93","CTD","59.589014","-151.394328"
"S2023-08","2023","8","9_9","9","9","2023-08-22","14:19:58","170","82","CTD","59.592590","-151.398969"
"S2023-08","2023","8","9_10","9","10","2023-08-22","14:28:58","171","62","CTD","59.596069","-151.403287"
"S2023-09","2023","9","6_2","6","2","2023-09-13","11:57:00","172","50","CTD","59.205","-151.952"
"S2023-09","2023","9","6_2","6","2","2023-09-13","11:58:00","","0","Phytoplankton","59.205","-151.952"
"S2023-09","2023","9","6_2","6","2","2023-09-13","11:59:00","","42","Chlorophyll","59.205","-151.952"
"S2023-09","2023","9","7_22","7","22","2023-09-13","12:39:00","173","76","CTD","59.3111833333333333","-152.0652333333333333"
"S2023-09","2023","9","AlongBay_PGRM","AlongBay","PGRM","2023-09-13","12:57:00","174","70","CTD","59.3922","-152.0426666666666667"
"S2023-09","2023","9","AlongBay_POGI","AlongBay","POGI","2023-09-13","13:13:00","175","105","CTD","59.45005","-151.9988333333333333"
"S2023-09","2023","9","AlongBay_1","AlongBay","1","2023-09-13","13:32:00","176","73","CTD","59.50025","-151.88755"
"S2023-09","2023","9","AlongBay_2","AlongBay","2","2023-09-13","13:50:00","177","123","CTD","59.5179166666666667","-151.7298"
"S2023-09","2023","9","AlongBay_3","AlongBay","3","2023-09-13","14:05:00","178","110","CTD","59","151"
"S2023-09","2023","9","AlongBay_3","AlongBay","3","2023-09-13","14:06:00","","100","Chlorophyll","59","151"
"S2023-09","2023","9","AlongBay_4","AlongBay","4","2023-09-13","14:28:00","179","1","CTD","59.5520166666666667","-151.5300666666666667"
"S2023-09","2023","9","AlongBay_5","AlongBay","5","2023-09-13","14:42:00","180","175","CTD","59.5627166666666667","-151.4611666666666667"
"S2023-09","2023","9","AlongBay_6","AlongBay","6","2023-09-13","14:58:00","181","103","CTD","59.5824","-151.3850666666666667"
"S2023-09","2023","9","AlongBay_6","AlongBay","6","2023-09-13","14:59:00","","95","Phytoplankton","59.5824","-151.3850666666666667"
"S2023-09","2023","9","AlongBay_6","AlongBay","6","2023-09-13","14:59:00","","","Chlorophyll","59.5824","-151.3850666666666667"
"S2023-09","2023","9","AlongBay_7","AlongBay","7","2023-09-13","15:15:00","182","147","CTD","59.592","-151.35"
"S2023-09","2023","9","AlongBay_8","AlongBay","8","2023-09-13","15:30:00","183","82","CTD","59.613","-151.295"
"S2023-09","2023","9","AlongBay_9","AlongBay","9","2023-09-13","15:40:00","184","69","CTD","59.632","-151.25"
"S2023-09","2023","9","AlongBay_10","AlongBay","10","2023-09-13","15:51:00","185","65","CTD","59.6577333333333333","-151.2089"
"S2023-09","2023","9","AlongBay_10","AlongBay","10","2023-09-13","15:52:00","","60","Chlorophyll","59.6577333333333333","-151.2089"
"S2023-09","2023","9","AlongBay_10","AlongBay","10","2023-09-13","15:52:00","","0","Phytoplankton","59.6577333333333333","-151.2089"
"S2023-09","2023","9","AlongBay_11","AlongBay","11","2023-09-13","16:11:00","186","57","CTD","59.6866166666666667","-151.1649166666666667"
"S2023-09","2023","9","AlongBay_12","AlongBay","12","2023-09-13","16:21:00","187","80","CTD","59.7115833333333333","-151.1168333333333333"
"S2023-09","2023","9","AlongBay_13","AlongBay","13","2023-09-13","16:34:00","188","30","CTD","59.7412833333333333","-151.0577"
"S2023-09","2023","9","4_10","4","10","2023-09-15","09:48:00","190","14.0","CTD","59.6330666666666667","-151.65"
"S2023-09","2023","9","4_9","4","9","2023-09-15","09:53:00","191","23.9","CTD","59.6249666666666667","-151.6500833333333333"
"S2023-09","2023","9","4_8","4","8","2023-09-15","09:59:00","192","26","CTD","59.6084833333333333","-151.65025"
