Date,Transect,Station,Tide,Time,Mesh,Sample ID,Species,RTotal,RC1,RC2,RC3,RC4,RFC4,RMC4,RC5,RFC5,RMC5,RFA,RMA,RUnknown,Flow,Water Sampled (m3),Split,Total,C1,C2,C3,C4,FC4,MC4,C5,FC5,MC5,FA,MA,Unknown,,
04-Jan-12,9,1,,,,09_01_01_04_2012,Tisbe sp.,3,,,,1,,,,,,1,1,,50,14.15,1,0.212014134,0,0,0,0.070671378,0,0,0,0,0,0.070671378,0.070671378,0,,
04-Jan-12,9,1,,,,09_01_01_04_2012,Centropages abdominalis,2,,,,,,,,,,2,,,50,14.15,1,0.141342756,0,0,0,0,0,0,0,0,0,0.141342756,0,0,,
04-Jan-12,9,1,,,,09_01_01_04_2012,Barnacle nauplii,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,1,,,,09_01_01_04_2012,CALYPTOPIS (Euphausids),1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,1,,,,09_01_01_04_2012,CYPRIS larva (Barnacle),1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,1,,,,09_01_01_04_2012,Epilabidocera longipedata,1,,,,,,,,1,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0.070671378,0,0,0,0,,
04-Jan-12,9,1,,,,09_01_01_04_2012,Evadne nordmanni,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,1,,,,09_01_01_04_2012,Fritillaria borealis,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,1,,,,09_01_01_04_2012,Mesocalanus tenuicornis,1,,,,,,,,,,1,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0.070671378,0,0,,
04-Jan-12,9,1,,,,09_01_01_04_2012,Thysanoessa gregaria,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Thysanoessa gregaria,79,,,,,,,,,,,,,50,14.15,1,5.583038869,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Pseudocalanus,68,,,,,,,,6,18,44,,,50,14.15,1,4.80565371,0,0,0,0,0,0,0,0.424028269,1.272084806,3.109540636,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Parasagitta elegans,67,,,,,,,,,,,,,50,14.15,1,4.734982332,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Acartia longiremis,47,,,,,,,,,,47,,,50,14.15,1,3.32155477,0,0,0,0,0,0,0,0,0,3.32155477,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Limacina helicina,38,,,,,,,,,,,,,50,14.15,1,2.685512367,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Calanus marshallae,37,,,1,,1,,,27,7,1,,,50,14.15,1,2.614840989,0,0,0.070671378,0,0.070671378,0,0,1.908127208,0.494699647,0.070671378,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Scolecithricella minor,26,,,,,,,,9,4,12,1,,50,14.15,1,1.83745583,0,0,0,0,0,0,0,0.636042403,0.282685512,0.848056537,0.070671378,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Euphausia pacifica,19,,,,,,,,,,,,,50,14.15,1,1.342756184,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Aglantha digitale,12,,,,,,,,,,,,,50,14.15,1,0.848056537,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Oithona spinirostris,9,,,,,1,,,,,8,,,50,14.15,1,0.636042403,0,0,0,0,0.070671378,0,0,0,0,0.565371025,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Metridia pacifica,8,,,,,1,,,2,3,2,,,50,14.15,1,0.565371025,0,0,0,0,0.070671378,0,0,0.141342756,0.212014134,0.141342756,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Tortanus discaudatus,6,,,,,,,,1,3,1,1,,50,14.15,1,0.424028269,0,0,0,0,0,0,0,0.070671378,0.212014134,0.070671378,0.070671378,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Calanus pacificus,5,,,,,,,,4,,,1,,50,14.15,1,0.35335689,0,0,0,0,0,0,0,0.282685512,0,0,0.070671378,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Idotea,4,,,,,,,,,,,,,50,14.15,1,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,FURCILIA (Euphausids),3,,,,,,,,,,,,,50,14.15,1,0.212014134,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Neocalanus plumchrus,2,,,,,,,,1,1,,,,50,14.15,1,0.141342756,0,0,0,0,0,0,0,0.070671378,0.070671378,0,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Themisto pacifica,2,,,,,,,,,,,,,50,14.15,1,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Barnacle nauplii,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Clione limacina,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,6,,17:32,,09_06_01_04_2012,Egg,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Pseudocalanus,161,,,,,,,,26,51,78,6,,50,14.15,1,11.37809187,0,0,0,0,0,0,0,1.83745583,3.604240283,5.512367491,0.424028269,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Limacina helicina,159,,,,,,,,,,,,,50,14.15,1,11.23674912,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Parasagitta elegans,153,,,,,,,,,,,,,50,14.15,1,10.81272085,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Aglantha digitale,121,,,,,,,,,,,,,50,14.15,1,8.551236749,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Acartia longiremis,54,,,,,,,,4,,50,,,50,14.15,1,3.816254417,0,0,0,0,0,0,0,0.282685512,0,3.533568905,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Calanus marshallae,43,,,1,,2,,,32,3,3,2,,50,14.15,1,3.038869258,0,0,0.070671378,0,0.141342756,0,0,2.261484099,0.212014134,0.212014134,0.141342756,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Oithona spinirostris,19,,,,,,,,1,,18,,,50,14.15,1,1.342756184,0,0,0,0,0,0,0,0.070671378,0,1.272084806,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Metridia pacifica,18,,,,,7,1,,3,4,1,2,,50,14.15,1,1.272084806,0,0,0,0,0.494699647,0.070671378,0,0.212014134,0.282685512,0.070671378,0.141342756,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Calanus pacificus,9,,,,,,,,7,,2,,,50,14.15,1,0.636042403,0,0,0,0,0,0,0,0.494699647,0,0.141342756,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Scolecithricella minor,6,,,,,,,,4,,1,1,,50,14.15,1,0.424028269,0,0,0,0,0,0,0,0.282685512,0,0.070671378,0.070671378,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Oikopleura dioica,4,,,,,,,,,,,,,50,14.15,1,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Clione limacina,3,,,,,,,,,,,,,50,14.15,1,0.212014134,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Eucalanus bungii,2,,,1,,,,,,,,1,,50,14.15,1,0.141342756,0,0,0.070671378,0,0,0,0,0,0,0,0.070671378,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Themisto pacifica,2,,,,,,,,,,,,,50,14.15,1,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Thysanoessa raschii,2,,,,,,,,,,,,,50,14.15,1,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Tortanus discaudatus,2,,,,,,,,,,1,1,,50,14.15,1,0.141342756,0,0,0,0,0,0,0,0,0,0.070671378,0.070671378,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Ampeliscidae,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Egg,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Euphausia pacifica,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Eurytemora affinis,1,,,,,,,,,,,1,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0.070671378,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,FURCILIA (Euphausids),1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Microsetella norvegica,1,,,,,,,,,,,1,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0.070671378,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Ostracoda,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,PLUTEUS larva (Echinodermata),1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Pseudomma truncatum,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Siphonophora,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
04-Jan-12,9,10,,18:30,,9_10_01_04_2012,Tisbe sp.,1,,,,,,,,,,,1,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0.070671378,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Barnacle nauplii,424,,,,,,,,,,,,,50,14.15,1,29.96466431,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Egg,410,,,,,,,,,,,,,50,14.15,1,28.97526502,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Acartia longiremis,292,2,3,9,,16,16,,117,69,37,23,,50,14.15,1,20.6360424,0.141342756,0.212014134,0.636042403,0,1.130742049,1.130742049,0,8.268551237,4.876325088,2.614840989,1.625441696,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Pseudocalanus,72,,1,12,,12,9,,9,21,5,3,,50,14.15,1,5.088339223,0,0.070671378,0.848056537,0,0.848056537,0.636042403,0,0.636042403,1.48409894,0.35335689,0.212014134,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Trochophore (Polychaeta),67,,,,,,,,,,,,,50,14.15,1,4.734982332,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Crab zoea,57,,,,,,,,,,,,,50,14.15,1,4.028268551,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Shrimp zoea,57,,,,,,,,,,,,,50,14.15,1,4.028268551,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Spionidae,42,,,,,,,,,,,,,50,14.15,1,2.96819788,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,CALYPTOPIS (Euphausids),26,,,,,,,,,,,,,50,14.15,1,1.83745583,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Fish egg,21,,,,,,,,,,,,,50,14.15,1,1.48409894,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Nauplii,20,,,,,,,,,,,,,50,14.15,1,1.413427562,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Neocalanus plumchrus,16,,6,4,,3,3,,,,,,,50,14.15,1,1.130742049,0,0.424028269,0.282685512,0,0.212014134,0.212014134,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Acartia tumida,8,,2,2,,3,,,,1,,,,50,14.15,1,0.565371025,0,0.141342756,0.141342756,0,0.212014134,0,0,0,0.070671378,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Oithona similis,6,,,,,,,,1,,4,1,,50,14.15,1,0.424028269,0,0,0,0,0,0,0,0.070671378,0,0.282685512,0.070671378,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Euphysa japonica,3,,,,,,,,,,,,,50,14.15,1,0.212014134,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Rathkea octopunctata,3,,,,,,,,,,,,,50,14.15,1,0.212014134,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,CYPHONAUTES larva (Bryozoa),2,,,,,,,,,,,,,50,14.15,1,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Melicertum,2,,,,,,,,,,,,,50,14.15,1,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Paracalanus parvus,2,,,,,,,,1,1,,,,50,14.15,1,0.141342756,0,0,0,0,0,0,0,0.070671378,0.070671378,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,PLUTEUS larva (Echinodermata),2,,,,,,,,,,,,,50,14.15,1,0.141342756,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Tisbe sp.,2,,,,,,1,,,,,1,,50,14.15,1,0.141342756,0,0,0,0,0,0.070671378,0,0,0,0,0.070671378,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Tortanus discaudatus,2,,,,,,,,2,,,,,50,14.15,1,0.141342756,0,0,0,0,0,0,0,0.141342756,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Cumacea,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,CYPRIS larva (Barnacle),1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Fritillaria borealis,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Gadidae larvae,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Limacina helicina,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Obelia,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Parasagitta elegans,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,1,H,17:55,202,9_1_A_042612,Podon leuckartii,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Egg,381,,,,,,,,,,,,,50,14.15,1,26.92579505,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Barnacle nauplii,230,,,,,,,,,,,,,50,14.15,1,16.25441696,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Limacina helicina,52,,,,,,,,,,,,,50,14.15,1,3.674911661,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Pseudocalanus,52,,1,6,,9,6,,8,7,13,2,,50,14.15,1,3.674911661,0,0.070671378,0.424028269,0,0.636042403,0.424028269,0,0.565371025,0.494699647,0.918727915,0.141342756,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Fish egg,40,,,,,,,,,,,,,50,14.15,1,2.826855124,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Neocalanus plumchrus,19,,2,6,,6,5,,,,,,,50,14.15,1,1.342756184,0,0.141342756,0.424028269,0,0.424028269,0.35335689,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Acartia longiremis,17,,,,,3,1,,3,1,2,7,,50,14.15,1,1.201413428,0,0,0,0,0.212014134,0.070671378,0,0.212014134,0.070671378,0.141342756,0.494699647,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Nauplii,12,,,,,,,,,,,,,50,14.15,1,0.848056537,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Spionidae,11,,,,,,,,,,,,,50,14.15,1,0.777385159,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Parasagitta elegans,8,,,,,,,,,,,,,50,14.15,1,0.565371025,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Crab zoea,6,,,,,,,,,,,,,50,14.15,1,0.424028269,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,CYPRIS larva (Barnacle),5,,,,,,,,,,,,,50,14.15,1,0.35335689,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Rathkea octopunctata,5,,,,,,,,,,,,,50,14.15,1,0.35335689,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Trochophore (Polychaeta),4,,,,,,,,,,,,,50,14.15,1,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Oithona similis,3,,,,,,,,,,3,,,50,14.15,1,0.212014134,0,0,0,0,0,0,0,0,0,0.212014134,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,PLUTEUS larva (Echinodermata),3,,,,,,,,,,,,,50,14.15,1,0.212014134,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Gammaridae,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Metridia pacifica,1,,1,,,,,,,,,,,50,14.15,1,0.070671378,0,0.070671378,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Shrimp zoea,1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Tisbe sp.,1,,,,,,,,,,1,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0.070671378,0,0,,
26-Apr-12,9,6,H,19:03,,9_6_A_042612,Veliger (Bivalvia),1,,,,,,,,,,,,,50,14.15,1,0.070671378,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Egg,688,,,,,,,,,,,,,50,14.15,1,48.62190813,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Barnacle nauplii,122,,,,,,,,,,,,,50,14.15,1,8.621908127,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Pseudocalanus,83,,1,4,,12,8,,15,11,26,6,,50,14.15,1,5.865724382,0,0.070671378,0.282685512,0,0.848056537,0.565371025,0,1.060070671,0.777385159,1.83745583,0.424028269,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Fish egg,40,,,,,,,,,,,,,50,14.15,1,2.826855124,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Acartia longiremis,23,,,,,1,2,,2,4,8,6,,50,14.15,1,1.625441696,0,0,0,0,0.070671378,0.141342756,0,0.141342756,0.282685512,0.565371025,0.424028269,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Limacina helicina,21,,,,,,,,,,,,,50,14.15,1,1.48409894,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Neocalanus plumchrus,21,1,1,8,,9,2,,,,,,,50,14.15,1,1.48409894,0.070671378,0.070671378,0.565371025,0,0.636042403,0.141342756,0,0,0,0,0,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Zoea,14,,,,,,,,,,,,,50,14.15,1,0.989399293,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Spionidae,13,,,,,,,,,,,,,50,14.15,1,0.918727915,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Parasagitta elegans,11,,,,,,,,,,,,,50,14.15,1,0.777385159,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Trochophore (Polychaeta),9,,,,,,,,,,,,,50,14.15,1,0.636042403,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Gammaridae,8,,,,,,,,,,,,,50,14.15,1,0.565371025,0,0,0,0,0,0,0,0,0,0,0,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,Oithona similis,6,,,,,1,,,1,,3,1,,50,14.15,1,0.424028269,0,0,0,0,0.070671378,0,0,0.070671378,0,0.212014134,0.070671378,0,,
26-Apr-12,9,10,H,19:50,,9_10_A_042612,CYPRIS larva (Barnacle),4,,,,,,,,,,,,,50,14.15,1,0.282685512,0,0,0,0,0,0,0,0,0,0,0,0,,
