ID,SampleEvent,AlternateId,Classification,Species,RTotal,RC1,RC2,RC3,RC4,RFC4,RMC4,RC5,RFC5,RMC5,RFA,RMA,RUnknown,Flow,Split
385,382,"9_1_A_042612","Crustecean","Nauplii",20,,,,,,,,,,,,,50,1
386,382,"9_1_A_042612","Barnacle","Barnacle nauplii",424,,,,,,,,,,,,,50,1
387,382,"9_1_A_042612","Fish","Fish egg",21,,,,,,,,,,,,,50,1
388,382,"9_1_A_042612","Annelid","Spionidae",42,,,,,,,,,,,,,50,1
389,382,"9_1_A_042612","Decapod","Shrimp zoea",57,,,,,,,,,,,,,50,1
390,382,"9_1_A_042612","Decapod","Crab zoea",57,,,,,,,,,,,,,50,1
391,382,"9_1_A_042612","Annelid","Trochophore",67,,,,,,,,,,,,,50,1
392,382,"9_1_A_042612","Gastropod","Limacina",1,,,,,,,,,,,,,50,1
393,382,"9_1_A_042612","Hydrozoan","Euphysa japonica",3,,,,,,,,,,,,,50,1
394,382,"9_1_A_042612","Echinoderm","Pluteus",2,,,,,,,,,,,,,50,1
395,382,"9_1_A_042612","Tunicate","Fritillaria borealis",1,,,,,,,,,,,,,50,1
396,382,"9_1_A_042612","Hydrozoan","Rathkea sp.",3,,,,,,,,,,,,,50,1
397,382,"9_1_A_042612","Fish","Gadid larvae",1,,,,,,,,,,,,,50,1
398,382,"9_1_A_042612","Bryozoan","Cyphonaute",2,,,,,,,,,,,,,50,1
399,382,"9_1_A_042612","Euphausid","Calytopsis",26,,,,,,,,,,,,,50,1
400,382,"9_1_A_042612","Ostracod","Cypris",1,,,,,,,,,,,,,50,1
401,382,"9_1_A_042612","Hydrozoan","Obelia",1,,,,,,,,,,,,,50,1
402,382,"9_1_A_042612","Hydrozoan","Melicertum",2,,,,,,,,,,,,,50,1
403,382,"9_1_A_042612","Chaetognath","Parasagitta elegans",1,,,,,,,,,,,,,50,1
404,382,"9_1_A_042612","Branchiopod","Podon",1,,,,,,,,,,,,,50,1
405,382,"9_1_A_042612","Cumacean","Cumacea",1,,,,,,,,,,,,,50,1
406,47,"3_4_A_050212","Copepod","Pseudocalanus",193,,,7,,23,12,,32,21,72,26,,50,1
407,47,"3_4_A_050212","Copepod","Acartia longerimis",13,,,,,,1,,7,1,1,3,,50,1
408,47,"3_4_A_050212","Copepod","Eurytemora affinis",5,,,,,1,,,,,2,2,,50,1
409,47,"3_4_A_050212","Copepod","Neocalanus plumchrus",6,,,1,,3,2,,,,,,,50,1
410,47,"3_4_A_050212","Copepod","Tisbe spp.",1,,,,,,,,,,1,,,50,1
411,47,"3_4_A_050212","Copepod","Oithona similis",1,,,,,,,,,,1,,,50,1
412,47,"3_4_A_050212","Unknown","Egg",65,,,,,,,,,,,,,50,1
413,47,"3_4_A_050212","Barnacle","Barnacle nauplii",343,,,,,,,,,,,,,50,1
414,47,"3_4_A_050212","Gastropod","Limacina",9,,,,,,,,,,,,,50,1
415,47,"3_4_A_050212","Ostracod","Cypris",13,,,,,,,,,,,,,50,1
416,47,"3_4_A_050212","Annelid","Spionidae",1,,,,,,,,,,,,,50,1
417,47,"3_4_A_050212","Bivalve","Clam larvae",1,,,,,,,,,,,,,50,1
418,47,"3_4_A_050212","Decapod","Zoea",2,,,,,,,,,,,,,50,1
419,47,"3_4_A_050212","Hydrozoan","Euphysa japonica",1,,,,,,,,,,,,,50,1
420,47,"3_4_A_050212","Amphipod","Apherusa glacialis",1,,,,,,,,,,,,,50,1
421,47,"3_4_A_050212","Cnidarian","Aurelia aurita ephyra",1,,,,,,,,,,,,,50,1
422,47,"3_4_A_050212","Fish","Fish egg",5,,,,,,,,,,,,,50,1
423,47,"3_4_A_050212","Crustecean","Nauplii",1,,,,,,,,,,,,,50,1
424,47,"3_4_A_050212","Chaetognath","Parasagitta elegans",4,,,,,,,,,,,,,50,1
425,47,"3_4_A_050212","Fish","Clupidae larvae",1,,,,,,,,,,,,,50,1
426,47,"3_4_A_050212","Annelid","Polychaete trochophore",1,,,,,,,,,,,,,50,1
427,47,"3_4_A_050212","Branchiopod","Evadne",1,,,,,,,,,,,,,50,1
428,64,"3_8_A_050212","Copepod","Pseudocalanus",109,,1,3,,13,10,,15,14,36,17,,50,1
429,64,"3_8_A_050212","Copepod","Neocalanus plumchrus",4,,,2,,2,,,,,,,,50,1
430,64,"3_8_A_050212","Copepod","Acartia longerimis",2,,,,,,,,,,,2,,50,1
431,64,"3_8_A_050212","Unknown","Egg",72,,,,,,,,,,,,,50,1
432,64,"3_8_A_050212","Crustecean","Nauplii",7,,,,,,,,,,,,,50,1
433,64,"3_8_A_050212","Barnacle","Barnacle nauplii",118,,,,,,,,,,,,,50,1
434,64,"3_8_A_050212","Fish","Fish egg",7,,,,,,,,,,,,,50,1
435,64,"3_8_A_050212","Gastropod","Limacina",4,,,,,,,,,,,,,50,1
436,64,"3_8_A_050212","Amphipod","Apherusa glacialis",2,,,,,,,,,,,,,50,1
437,64,"3_8_A_050212","Ostracod","Cypris",6,,,,,,,,,,,,,50,1
438,64,"3_8_A_050212","Decapod","Zoea",1,,,,,,,,,,,,,50,1
439,64,"3_8_A_050212","Annelid","Spionidae",3,,,,,,,,,,,,,50,1
440,64,"3_8_A_050212","Chaetognath","Parasagitta elegans",2,,,,,,,,,,,,,50,1
441,64,"3_8_A_050212","Cnidarian","Aurelia aurita ephyra",1,,,,,,,,,,,,,50,1
442,57,"3_13_B_050212","Copepod","Pseudocalanus",17,,,1,,,1,,4,2,8,1,,50,2
443,57,"3_13_B_050212","Copepod","Acartia longerimis",26,,,,,,,,7,6,4,9,,50,2
444,57,"3_13_B_050212","Copepod","Tisbe spp.",3,,,,,,,,1,,2,,,50,2
445,57,"3_13_B_050212","Copepod","Calanus marshallae",4,,,1,,1,,,,,2,,,50,2
446,57,"3_13_B_050212","Copepod","Neocalanus plumchrus",9,,,,,8,,,1,,,,,50,2
447,57,"3_13_B_050212","Copepod","Acartia tumida",1,,,,,,,,,,,1,,50,2
448,57,"3_13_B_050212","Copepod","Sapphrina spp.",1,,,,,,,,,,,1,,50,2
449,57,"3_13_B_050212","Unknown","Egg",55,,,,,,,,,,,,,50,2
450,57,"3_13_B_050212","Crustecean","Nauplii",3,,,,,,,,,,,,,50,2
451,57,"3_13_B_050212","Barnacle","Barnacle nauplii",737,,,,,,,,,,,,,50,2
452,57,"3_13_B_050212","Fish","Fish egg",4,,,,,,,,,,,,,50,2
453,57,"3_13_B_050212","Annelid","Spionidae",29,,,,,,,,,,,,,50,2
454,57,"3_13_B_050212","Ostracod","Cypris",71,,,,,,,,,,,,,50,2
455,57,"3_13_B_050212","Amphipod","Gammarid amphipod",3,,,,,,,,,,,,,50,2
456,57,"3_13_B_050212","Gastropod","Limacina",5,,,,,,,,,,,,,50,2
457,57,"3_13_B_050212","Amphipod","Apherusa glacialis",14,,,,,,,,,,,,,50,2
458,57,"3_13_B_050212","Decapod","Zoea",9,,,,,,,,,,,,,50,2
459,57,"3_13_B_050212","Isopod","Idotea",1,,,,,,,,,,,,,50,2
460,57,"3_13_B_050212","Annelid","Polychaete trochophore",5,,,,,,,,,,,,,50,2
461,57,"3_13_B_050212","Ostracod","Ostracod",2,,,,,,,,,,,,,50,2
462,57,"3_13_B_050212","Gastropod","Limacina",2,,,,,,,,,,,,,50,2
463,57,"3_13_B_050212","Bivalve","Clam larvae",1,,,,,,,,,,,,,50,2
464,57,"3_13_B_050212","Annelid","Bathypolaris carinata",1,,,,,,,,,,,,,50,2
465,57,"3_13_B_050212","Cumacean","Cumacea",1,,,,,,,,,,,,,50,2
466,57,"3_13_B_050212","Branchiopod","Evadne",1,,,,,,,,,,,,,50,2
467,177,"6_5_B_050312","Copepod","Pseudocalanus",152,,,3,,17,10,,51,29,32,10,,50,5.33
468,177,"6_5_B_050312","Copepod","Oithona similis",4,,,,,,,,,,4,,,50,5.33
469,177,"6_5_B_050312","Copepod","Neocalanus plumchrus",155,11,25,18,,43,8,,36,5,8,1,,50,5.33
470,177,"6_5_B_050312","Copepod","Acartia longerimis",66,,,1,,3,3,,11,3,30,15,,50,5.33
471,177,"6_5_B_050312","Copepod","Neocalanus flemingeri",4,,,1,,,,,3,,,,,50,5.33
472,177,"6_5_B_050312","Copepod","Paracalanus spp.",1,,,,,,,,1,,,,,50,5.33
473,177,"6_5_B_050312","Unknown","Egg",89,,,,,,,,,,,,,50,5.33
474,177,"6_5_B_050312","Crustecean","Nauplii",35,,,,,,,,,,,,,50,5.33
475,177,"6_5_B_050312","Barnacle","Barnacle nauplii",45,,,,,,,,,,,,,50,5.33
476,177,"6_5_B_050312","Branchiopod","Evadne",1,,,,,,,,,,,,,50,5.33
477,177,"6_5_B_050312","Euphausid","Calytopsis",43,,,,,,,,,,,,,50,5.33
478,177,"6_5_B_050312","Decapod","Zoea",5,,,,,,,,,,,,,50,5.33
479,177,"6_5_B_050312","Annelid","Spionidae",1,,,,,,,,,,,,,50,5.33
480,177,"6_5_B_050312","Tunicate","Oikopleura dioica",5,,,,,,,,,,,,,50,5.33
481,177,"6_5_B_050312","Chaetognath","Parasagitta elegans",1,,,,,,,,,,,,,50,5.33
482,177,"6_5_B_050312","Annelid","Polychaete trochophore",1,,,,,,,,,,,,,50,5.33
483,177,"6_5_B_050312","Gastropod","Limacina",9,,,,,,,,,,,,,50,5.33
484,177,"6_5_B_050312","Ostracod","Cypris",1,,,,,,,,,,,,,50,5.33
485,177,"6_5_B_050312","Branchiopod","Podon",1,,,,,,,,,,,,,50,5.33
486,186,"6_11_050312","Copepod","Pseudocalanus",88,,1,3,,9,14,,16,25,12,8,,50,8
487,186,"6_11_050312","Copepod","Neocalanus plumchrus",145,9,13,9,,20,1,,89,4,,,,50,8
488,186,"6_11_050312","Copepod","Acartia longerimis",6,,,,,,1,,2,,2,1,,50,8
489,186,"6_11_050312","Copepod","Oithona similis",2,,,,,,,,,,2,,,50,8
490,186,"6_11_050312","Copepod","Neocalanus flemingeri",17,,,,,7,,,10,,,,,50,8
491,186,"6_11_050312","Copepod","Metridia pacifica",3,,,2,,,,,,1,,,,50,8
492,186,"6_11_050312","Copepod","Oithona atlantica",1,,,,,,,,,,1,,,50,8
493,186,"6_11_050312","Unknown","Egg",182,,,,,,,,,,,,,50,8
494,186,"6_11_050312","Crustecean","Nauplii",43,,,,,,,,,,,,,50,8
495,186,"6_11_050312","Barnacle","Barnacle nauplii",17,,,,,,,,,,,,,50,8
496,186,"6_11_050312","Euphausid","Calytopsis",41,,,,,,,,,,,,,50,8
497,186,"6_11_050312","Tunicate","Fritillaria borealis",1,,,,,,,,,,,,,50,8
498,186,"6_11_050312","Annelid","Spionidae",1,,,,,,,,,,,,,50,8
499,186,"6_11_050312","Chaetognath","Parasagitta elegans",2,,,,,,,,,,,,,50,8
500,186,"6_11_050312","Branchiopod","Evadne",1,,,,,,,,,,,,,50,8
501,186,"6_11_050312","Tunicate","Oikopleura dioica",2,,,,,,,,,,,,,50,8
502,117,"4_4_A_050212","Copepod","Pseudocalanus",85,,,9,,12,8,,26,12,15,3,,50,2
503,117,"4_4_A_050212","Copepod","Neocalanus plumchrus",43,4,2,5,,29,1,,1,1,,,,50,2
504,117,"4_4_A_050212","Copepod","Acartia longerimis",36,,,,,1,3,,13,9,4,6,,50,2
505,117,"4_4_A_050212","Copepod","Neocalanus flemingeri",4,,,2,,2,,,,,,,,50,2
506,117,"4_4_A_050212","Copepod","Microcalanus spp.",2,,,,,,,,,1,1,,,50,2
507,117,"4_4_A_050212","Copepod","Oithona atlantica",1,,,,,,,,1,,,,,50,2
508,117,"4_4_A_050212","Copepod","Metridia pacifica",3,,2,,,,1,,,,,,,50,2
509,117,"4_4_A_050212","Copepod","Oithona similis",1,,,,,,,,,,,1,,50,2
510,117,"4_4_A_050212","Unknown","Egg",234,,,,,,,,,,,,,50,2
511,117,"4_4_A_050212","Crustecean","Nauplii",177,,,,,,,,,,,,,50,2
512,117,"4_4_A_050212","Barnacle","Barnacle nauplii",238,,,,,,,,,,,,,50,2
513,117,"4_4_A_050212","Ostracod","Cypris",71,,,,,,,,,,,,,50,2
514,117,"4_4_A_050212","Annelid","Spionidae",52,,,,,,,,,,,,,50,2
515,117,"4_4_A_050212","Euphausid","Calytopsis",5,,,,,,,,,,,,,50,2
516,117,"4_4_A_050212","Gastropod","Limacina",15,,,,,,,,,,,,,50,2
517,117,"4_4_A_050212","Tunicate","Fritillaria borealis",1,,,,,,,,,,,,,50,2
518,117,"4_4_A_050212","Chaetognath","Parasagitta elegans",2,,,,,,,,,,,,,50,2
519,117,"4_4_A_050212","Decapod","Shrimp zoea",1,,,,,,,,,,,,,50,2
520,117,"4_4_A_050212","Isopod","Idotea",1,,,,,,,,,,,,,50,2
521,117,"4_4_A_050212","Annelid","Polychaete trochophore",8,,,,,,,,,,,,,50,2
522,117,"4_4_A_050212","Decapod","Crab zoea",1,,,,,,,,,,,,,50,2
523,117,"4_4_A_050212","Branchiopod","Evadne",1,,,,,,,,,,,,,50,2
524,114,"4_2_A_050212","Copepod","Pseudocalanus",45,,,1,,10,6,,10,10,5,3,,50,2
525,114,"4_2_A_050212","Copepod","Acartia longerimis",16,,1,,,1,,,3,4,1,6,,50,2
526,114,"4_2_A_050212","Copepod","Neocalanus plumchrus",6,1,,,,4,,,1,,,,,50,2
527,114,"4_2_A_050212","Copepod","Metridia pacifica",2,,1,1,,,,,,,,,,50,2
528,114,"4_2_A_050212","Copepod","Microcalanus spp.",1,,,,,,,,,1,,,,50,2
529,114,"4_2_A_050212","Euphausid","Calytopsis",12,,,,,,,,,,,,,50,2
530,114,"4_2_A_050212","Decapod","Crab zoea",1,,,,,,,,,,,,,50,2
531,114,"4_2_A_050212","Gastropod","Limacina",5,,,,,,,,,,,,,50,2
532,114,"4_2_A_050212","Annelid","Polychaete trochophore",4,,,,,,,,,,,,,50,2
533,114,"4_2_A_050212","Isopod","Idotea",1,,,,,,,,,,,,,50,2
534,114,"4_2_A_050212","Amphipod","Gammarid amphipod",1,,,,,,,,,,,,,50,2
535,114,"4_2_A_050212","Annelid","Autolytus",1,,,,,,,,,,,,,50,2
536,114,"4_2_A_050212","Tunicate","Fritillaria borealis",1,,,,,,,,,,,,,50,2
537,114,"4_2_A_050212","Unknown","Egg",53,,,,,,,,,,,,,50,2
538,114,"4_2_A_050212","Crustecean","Nauplii",23,,,,,,,,,,,,,50,2
539,114,"4_2_A_050212","Barnacle","Barnacle nauplii",267,,,,,,,,,,,,,50,2
540,114,"4_2_A_050212","Ostracod","Cypris",48,,,,,,,,,,,,,50,2
541,114,"4_2_A_050212","Annelid","Spionidae",48,,,,,,,,,,,,,50,2
542,202,"6_25_A_050312","Copepod","Pseudocalanus",96,,,,,10,7,,19,33,18,9,,50,2
543,202,"6_25_A_050312","Copepod","Neocalanus plumchrus",63,3,5,2,,14,,,38,1,,,,50,2
544,202,"6_25_A_050312","Copepod","Acartia longerimis",37,,,,,,,,10,6,13,8,,50,2
545,202,"6_25_A_050312","Copepod","Metridia pacifica",4,,,,,,,,1,,3,,,50,2
546,202,"6_25_A_050312","Copepod","Oithona similis",1,,,,,,,,1,,,,,50,2
547,202,"6_25_A_050312","Copepod","Acartia tumida",2,,,,,,,,,,1,1,,50,2
548,202,"6_25_A_050312","Tunicate","Fritillaria borealis",49,,,,,,,,,,,,,50,2
549,202,"6_25_A_050312","Euphausid","Calytopsis",44,,,,,,,,,,,,,50,2
550,202,"6_25_A_050312","Echinoderm","Pluteus",4,,,,,,,,,,,,,50,2
551,202,"6_25_A_050312","Hydrozoan","Euphysa japonica",1,,,,,,,,,,,,,50,2
552,202,"6_25_A_050312","Tunicate","Oikopleura dioica",10,,,,,,,,,,,,,50,2
553,202,"6_25_A_050312","Fish","Ammodytidae larvae",3,,,,,,,,,,,,,50,2
554,202,"6_25_A_050312","Gastropod","Limacina",11,,,,,,,,,,,,,50,2
555,202,"6_25_A_050312","Chaetognath","Parasagitta elegans",1,,,,,,,,,,,,,50,2
556,202,"6_25_A_050312","Unknown","Egg",74,,,,,,,,,,,,,50,2
557,202,"6_25_A_050312","Crustecean","Nauplii",133,,,,,,,,,,,,,50,2
558,202,"6_25_A_050312","Barnacle","Barnacle nauplii",38,,,,,,,,,,,,,50,2
559,202,"6_25_A_050312","Annelid","Spionidae",1,,,,,,,,,,,,,50,2
560,319,"7_4_A_050312","Copepod","Pseudocalanus",181,,,15,,35,20,,28,21,38,24,,50,1
561,319,"7_4_A_050312","Copepod","Oithona similis",10,,,,,,,,,,4,6,,50,1
562,319,"7_4_A_050312","Copepod","Acartia longerimis",9,,,,,3,1,,1,,1,3,,50,1
563,319,"7_4_A_050312","Copepod","Metridia pacifica",6,,,2,,1,2,,,1,,,,50,1
564,319,"7_4_A_050312","Copepod","Calanus marshallae",1,,1,,,,,,,,,,,50,1
565,319,"7_4_A_050312","Copepod","Neocalanus plumchrus",12,2,5,4,,1,,,,,,,,50,1
566,319,"7_4_A_050312","Copepod","Oithona atlantica",2,,,,,,,,1,,1,,,50,1
567,319,"7_4_A_050312","Copepod","Scolecithricella spp.",1,,,,,,,,1,,,,,50,1
568,319,"7_4_A_050312","Euphausid","Calytopsis",8,,,,,,,,,,,,,50,1
569,319,"7_4_A_050312","Tunicate","Fritillaria borealis",22,,,,,,,,,,,,,50,1
570,319,"7_4_A_050312","Chaetognath","Parasagitta elegans",3,,,,,,,,,,,,,50,1
571,319,"7_4_A_050312","Fish","Ammodytidae larvae",3,,,,,,,,,,,,,50,1
572,319,"7_4_A_050312","Unknown","Egg",121,,,,,,,,,,,,,50,1
573,319,"7_4_A_050312","Crustecean","Nauplii",49,,,,,,,,,,,,,50,1
574,319,"7_4_A_050312","Barnacle","Barnacle nauplii",179,,,,,,,,,,,,,50,1
575,319,"7_4_A_050312","Ostracod","Cypris",6,,,,,,,,,,,,,50,1
576,319,"7_4_A_050312","Annelid","Spionidae",3,,,,,,,,,,,,,50,1
577,319,"7_4_A_050312","Decapod","Shrimp zoea",3,,,,,,,,,,,,,50,1
578,319,"7_4_A_050312","Cnidarian","Aurelia aurita ephyra",1,,,,,,,,,,,,,50,1
579,319,"7_4_A_050312","Fish","Fish egg",1,,,,,,,,,,,,,50,1
580,319,"7_4_A_050312","Gastropod","Limacina",2,,,,,,,,,,,,,50,1
581,319,"7_4_A_050312","Bryozoan","Cyphonaute",1,,,,,,,,,,,,,50,1
582,566,"7_10_A_050312","Copepod","Pseudocalanus",147,,,12,,22,19,,30,18,33,13,,50,2
583,566,"7_10_A_050312","Copepod","Neocalanus plumchrus",199,16,11,31,,74,22,,33,11,,1,,50,2
584,566,"7_10_A_050312","Copepod","Acartia longerimis",12,,,,,1,,,5,2,2,2,,50,2
585,566,"7_10_A_050312","Copepod","Neocalanus flemingeri",43,,,3,,22,3,,11,4,,,,50,2
586,566,"7_10_A_050312","Copepod","Oithona similis",5,,,,,,,,4,,,1,,50,2
587,566,"7_10_A_050312","Copepod","Oithona atlantica",3,,,,,,,,2,,1,,,50,2
588,566,"7_10_A_050312","Copepod","Metridia pacifica",61,1,3,19,,16,13,,7,2,,,,50,2
589,566,"7_10_A_050312","Copepod","Calanus marshallae",3,1,,,,2,,,,,,,,50,2
590,566,"7_10_A_050312","Copepod","Neocalanus cristatus",3,,,,,2,,,1,,,,,50,2
591,566,"7_10_A_050312","Copepod","Metridia okhotensis",2,,2,,,,,,,,,,,50,2
592,566,"7_10_A_050312","Copepod","Paracalanus spp.",1,,,,,,,,,,1,,,50,2
593,566,"7_10_A_050312","Copepod","Scolecithricella spp.",1,,,,,,,,1,,,,,50,2
594,566,"7_10_A_050312","Copepod","Microcalanus spp.",1,,,,,,,,1,,,,,50,2
595,566,"7_10_A_050312","Hydrozoan","Euphysa japonica",3,,,,,,,,,,,,,50,2
596,566,"7_10_A_050312","Euphausid","Calytopsis",1,,,,,,,,,,,,,50,2
597,566,"7_10_A_050312","Tunicate","Fritillaria borealis",20,,,,,,,,,,,,,50,2
598,566,"7_10_A_050312","Tunicate","Oikopleura dioica",10,,,,,,,,,,,,,50,2
599,566,"7_10_A_050312","Gastropod","Limacina",10,,,,,,,,,,,,,50,2
600,566,"7_10_A_050312","Decapod","Shrimp zoea",5,,,,,,,,,,,,,50,2
601,566,"7_10_A_050312","Fish","Unknown fish larvae",1,,,,,,,,,,,,,50,2
602,566,"7_10_A_050312","Chaetognath","Parasagitta elegans",2,,,,,,,,,,,,,50,2
603,566,"7_10_A_050312","Decapod","Crab zoea",2,,,,,,,,,,,,,50,2
604,566,"7_10_A_050312","Unknown","Egg",250,,,,,,,,,,,,,50,2
605,566,"7_10_A_050312","Crustecean","Nauplii",14,,,,,,,,,,,,,50,2
606,566,"7_10_A_050312","Barnacle","Barnacle nauplii",21,,,,,,,,,,,,,50,2
607,566,"7_10_A_050312","Ostracod","Cypris",4,,,,,,,,,,,,,50,2
608,122,"4_7_A_050212","Copepod","Pseudocalanus",25,,,2,,1,3,,6,3,7,3,,50,1
609,122,"4_7_A_050212","Copepod","Oithona similis",3,,,,,1,,,1,,1,,,50,1
610,122,"4_7_A_050212","Copepod","Metridia pacifica",1,,,1,,,,,,,,,,50,1
611,122,"4_7_A_050212","Copepod","Acartia longerimis",3,,2,,,,1,,,,,,,50,1
612,122,"4_7_A_050212","Copepod","Neocalanus plumchrus",8,,,2,,5,1,,,,,,,50,1
613,122,"4_7_A_050212","Copepod","Monstrilla spp.",1,,,,,,,,,,1,,,50,1
614,122,"4_7_A_050212","Copepod","Calanus marshallae",1,,,,,,,,,,1,,,50,1
615,122,"4_7_A_050212","Tunicate","Fritillaria borealis",1,,,,,,,,,,,,,50,1
616,122,"4_7_A_050212","Annelid","Polychaete trochophore",6,,,,,,,,,,,,,50,1
617,122,"4_7_A_050212","Chaetognath","Parasagitta elegans",1,,,,,,,,,,,,,50,1
618,122,"4_7_A_050212","Gastropod","Limacina",18,,,,,,,,,,,,,50,1
619,122,"4_7_A_050212","Fish","Unknown fish larvae",1,,,,,,,,,,,,,50,1
620,122,"4_7_A_050212","Unknown","Egg",79,,,,,,,,,,,,,50,1
621,122,"4_7_A_050212","Crustecean","Nauplii",12,,,,,,,,,,,,,50,1
