LatitudeDeg,LatitudeMins,LongitudeDeg,LongitudeMins,Date,Time,Comments,StationEvent,TransectEvent,Station,Beaufort,WaveHeight,WindSpeed,ConvergenceZone,HighTurbidity,TooDarkToSee,ForagingBirds,Whales,SeaOtters,ErrorCheck
58,54.131,-153,6.120,"2012-05-04 00:00","1899-12-30 00:39","current N 0.4 kt. Turbid water",142,82,"24",2,,,0,1,0,0,0,0,1
58,53.229,-153,9.375,"2012-05-04 00:00","1899-12-30 01:01","Turbid water",143,82,"25",2,,,0,1,0,0,0,0,1
58,52.799,-153,11.031,"2012-05-04 00:00","1899-12-30 01:20","current SW 0.4 kt.  Turbid water",144,82,"26",2,,,0,1,0,0,0,0,1
58,52.001,-153,13.992,"2012-05-04 00:00","1899-12-30 01:42","Drop #28, offset #27 shallower",145,82,"27",2,,,0,0,0,0,0,0,1
59,12.575,-151,55.462,"2012-07-30 00:00","1899-12-30 15:00",,165,85,"1",4,,,0,0,0,0,0,0,1
59,12.331,-151,57.052,"2012-07-30 00:00","1899-12-30 15:15","SOG 1.3m",166,85,"2",4,,,0,0,0,0,0,0,1
59,11.832,-151,58.831,"2012-07-30 00:00","1899-12-30 15:28","H2O really clear.",167,85,"3",4,,,0,0,0,0,0,0,1
59,11.418,-152,0.384,"2012-07-30 00:00","1899-12-30 15:41","H2O really clear",168,85,"4",4,,,0,0,0,0,0,0,1
59,10.540,-152,3.730,"2012-07-30 00:00","1899-12-30 16:03",,169,85,"5",4,,,0,0,0,0,0,0,1
59,9.685,-152,7.012,"2012-07-30 00:00","1899-12-30 16:34","SOG = 0.8km",170,85,"6",4,,,0,0,0,0,0,0,1
59,8.812,-152,10.267,"2012-07-30 00:00","1899-12-30 17:00","pomeranian jojar",171,85,"7",4,,,0,0,0,0,0,0,1
59,7.926,-152,13.579,"2012-07-30 00:00","1899-12-30 17:24","SOG 1.3 km",172,85,"8",4,,,0,0,0,0,0,0,1
59,7.104,-152,16.927,"2012-07-30 00:00","1899-12-30 17:45","SOG 1.4 km",173,85,"9",4,,,0,0,0,1,1,0,1
59,6.253,-152,20.026,"2012-07-30 00:00","1899-12-30 18:07","SOG 1.1 km",174,85,"10",4,,,0,0,0,0,0,0,1
,,,,"2012-07-30 00:00","1899-12-30 18:30","tow rate 95 sec.  Good plankton tow",175,85,"11",4,,,0,0,0,0,0,0,1
59,4.521,-152,26.662,"2012-07-30 00:00","1899-12-30 19:01",,176,85,"12",4,,,0,0,0,0,0,0,1
59,3.632,-152,29.979,"2012-07-30 00:00","1899-12-30 19:23",,177,85,"13",4,,,0,0,0,0,0,0,1
59,2.742,-152,33.333,"2012-07-30 00:00","1899-12-30 19:44",,178,85,"14",4,,,0,0,0,0,0,0,1
59,1.844,-152,36.588,"2012-07-30 00:00","1899-12-30 20:05",,179,85,"15",4,,,0,0,0,0,0,0,1
59,1.026,-152,39.914,"2012-07-30 00:00","1899-12-30 20:28","SOG = 0.5 km",180,85,"16",4,,,0,0,0,0,0,0,1
59,0.102,-152,43.220,"2012-07-30 00:00","1899-12-30 20:48","SOG = 0.2km",181,85,"17",4,,,0,0,0,0,0,0,1
58,59.304,-152,46.383,"2012-07-30 00:00","1899-12-30 21:20","SOG = 0.2 km",182,85,"18",4,,,0,0,0,0,1,0,1
58,58.382,-152,49.613,"2012-07-30 00:00","1899-12-30 21:33","observed big piece of white styrofoam stuff outside.  SOG = 0.2 knots.  Large whale blows ahead in distance (0.2 miles)",183,85,"19",4,,,0,0,0,0,0,0,1
58,57.456,-152,52.947,"2012-07-30 00:00","1899-12-30 21:55","SOG 0.5 kts.  COG 185T still whale spouts ahead.",184,85,"20",4,,,0,0,0,0,0,0,1
58,56.706,-152,56.329,"2012-07-30 00:00","1899-12-30 22:16","went through broad convergence zone ~0.5 nm before this station to station SOG 0.9 knots SOG 243T",185,85,"21",4,,,1,0,0,0,0,0,1
58,55.815,-152,59.646,"2012-07-30 00:00","1899-12-30 22:37","SOG 0.3 kts.  COG 235T.  Seas continuing to calm down. Sunset",186,85,"22",4,,,0,0,0,0,0,0,1
58,54.881,-153,2.952,"2012-07-30 00:00","1899-12-30 22:59","SOG 1.0 knots COG 225T",187,85,"23",4,,,0,0,0,0,0,0,1
58,54.120,-153,6.173,"2012-07-30 00:00","1899-12-30 23:20","Light wind.  Swell from SE & north.  SOG 0.8kts  COG 215T",188,85,"24",4,,,0,0,0,0,0,0,1
,,,,"2012-07-30 00:00","1899-12-30 23:39","191 seconds for zooplankton tow but with problems w/ cable & flagged tow. (not vertical)",189,85,"25",4,,,0,0,0,0,0,0,1
58,52.795,-153,11.040,"2012-07-31 00:00","1899-12-30 00:07","SOG 1.4 lets COG 188",190,85,"26",4,,,0,0,0,0,0,0,1
58,52.382,-153,12.643,"2012-07-31 00:00","1899-12-30 00:24","SOG = 1.4km",191,85,"27",4,,,0,0,0,0,0,0,1
58,52.000,-153,14.197,"2012-07-31 00:00","1899-12-30 00:39","last one!  Upon fine shelf",192,85,"28",4,,,0,0,0,0,0,0,1
58,52.082,-153,13.477,"2012-10-28 00:00","1899-12-30 07:54","1.7 knots current.  Clear sky & bright moon.  1 SEOT foraging at distance",193,86,"28",3,,,0,0,0,0,0,1,1
58,52.341,-153,12.711,"2012-10-28 00:00","1899-12-30 08:08",,194,86,"27",3,,,0,0,0,0,0,0,1
58,52.789,-153,11.082,"2012-10-28 00:00","1899-12-30 08:25","Short CTD cast due to angle.",195,86,"26",3,,,0,0,0,0,0,0,1
58,53.220,-153,9.534,"2012-10-28 00:00","1899-12-30 08:42","sunrise!  Drift ~1.1mile.  South of station before OA water sample taken",196,86,"25",3,,,0,0,0,0,0,0,1
58,54.239,-153,6.425,"2012-10-28 00:00","1899-12-30 09:42",,197,86,"24",3,,,0,0,0,0,0,0,1
58,54.923,-153,2.900,"2012-10-28 00:00","1899-12-30 10:05","-instruments are reading differently for depths",198,86,"23",3,,,0,0,0,0,0,0,1
58,55.846,-152,59.770,"2012-10-28 00:00","1899-12-30 10:32","Saw Dall's porpoises & lots of fish on sounder at ~40m depth halfway between 6-23 and 6-22.  Rip to west of station with log.  Wind, picked up with whitecaps from NW",199,86,"22",3,,,0,0,0,0,0,0,1
58,56.727,-152,56.505,"2012-10-28 00:00","1899-12-30 10:58","-still pushed to south.  Winds NW ~15kts.  Seas 3-5 ft. NW wind waves with swell from southwest.",200,86,"21",4,,,0,0,0,0,0,0,1
58,57.457,-152,53.074,"2012-10-28 00:00","1899-12-30 11:21","1st station that we could see the CTD to bottom on sounder Earlier casts likely short.",201,86,"20",3,,,0,0,0,0,0,0,1
58,58.359,-152,49.749,"2012-10-28 00:00","1899-12-30 11:44","very clear water",202,86,"19",3,,,0,0,0,0,0,0,1
58,59.288,-152,46.479,"2012-10-28 00:00","1899-12-30 12:07",,203,86,"18",3,,,0,0,0,0,0,0,1
59,0.083,-152,43.203,"2012-10-28 00:00","1899-12-30 12:30","seas are improving.  No more whitecaps continued very clear water.",204,86,"17",3,,,0,0,0,0,0,0,1
59,0.997,-152,39.930,"2012-10-28 00:00","1899-12-30 12:54",,205,86,"16",3,,,0,0,0,0,0,0,1
59,1.762,-152,36.611,"2012-10-28 00:00","1899-12-30 13:17","continued very clear water",206,86,"15",3,,,0,0,0,0,0,0,1
59,2.659,-152,33.352,"2012-10-28 00:00","1899-12-30 13:39","continued very clear water",207,86,"14",3,,,0,0,0,0,0,0,1
59,3.596,-152,30.044,"2012-10-28 00:00","1899-12-30 14:02","winds picked up again.  NW 15 kts.  Some white caps.  Seas ~3ft",208,86,"13",3,,,0,0,0,0,0,0,1
59,4.472,-152,26.750,"2012-10-28 00:00","1899-12-30 14:28",,209,86,"12",3,,,0,0,0,0,0,0,1
59,5.285,-152,23.489,"2012-10-28 00:00","1899-12-30 14:53","seas picking up - more whitecaps",210,86,"11",3,,,0,0,0,0,0,0,1
59,6.169,-152,20.000,"2012-10-28 00:00","1899-12-30 15:35",,211,86,"10",3,,,0,0,0,0,0,0,1
59,7.094,-152,16.915,"2012-10-28 00:00","1899-12-30 15:57",,212,86,"9",3,,,0,0,0,0,0,0,1
59,7.924,-152,13.643,"2012-10-28 00:00","1899-12-30 16:19",,213,86,"8",3,,,0,0,0,0,0,0,1
59,8.810,-152,10.320,"2012-10-28 00:00","1899-12-30 16:41",,214,86,"7",3,,,0,0,0,0,0,0,1
59,9.660,-152,7.020,"2012-10-28 00:00","1899-12-30 17:03",,215,86,"6",3,,,0,0,0,0,0,0,1
59,10.480,-152,3.675,"2012-10-28 00:00","1899-12-30 17:25","oblique bongo tow.  Drift 3.5 kts south at station.  With wind and tide",216,86,"5",3,,,0,0,0,0,0,0,1
59,11.384,-152,0.423,"2012-10-28 00:00","1899-12-30 18:12","sun starting to set.",217,86,"4",3,,,0,0,0,0,0,0,1
59,11.786,-151,58.752,"2012-10-28 00:00","1899-12-30 18:28",,218,86,"3",3,,,0,0,0,0,0,0,1
59,12.310,-151,57.100,"2012-10-28 00:00","1899-12-30 18:43",,219,86,"2",3,,,0,0,0,0,0,0,1
59,12.794,-151,55.695,"2012-10-28 00:00","1899-12-30 18:55","Last station of transect Line #6",220,86,"1",3,,,0,0,0,0,0,0,1
59,21.006,-153,18.187,"2012-05-03 00:00","1899-12-30 10:42","slack tide - no current",221,87,"1",2,,,0,0,0,0,0,0,1
59,20.933,-153,16.116,"2012-05-03 00:00","1899-12-30 10:52","Lite current drag 0.3 kn",222,87,"2",2,,,0,0,0,0,0,0,1
59,21.438,-153,14.283,"2012-05-03 00:00","1899-12-30 11:00","Flood tide now",223,87,"3",2,,,0,0,0,0,0,0,1
59,20.912,-153,10.568,"2012-05-03 00:00","1899-12-30 11:21","fair bit of drift.  1.5 -2 kn current",224,87,"4",2,,,0,0,0,0,0,0,1
59,20.607,-153,6.442,"2012-05-03 00:00","1899-12-30 11:46","current ~ 1.5-2kn",225,87,"5",2,,,0,0,0,0,0,0,1
59,20.566,-153,2.566,"2012-05-03 00:00","1899-12-30 12:04","current - 1.3 kn drift",226,87,"6",2,,,0,0,0,0,0,0,1
59,20.483,-152,58.629,"2012-05-03 00:00","1899-12-30 12:21","set to NW.  0.9 current = 35 ft off station.  Humpback whale on way to station.",227,87,"7",2,,,0,0,0,0,1,0,1
59,20.314,-152,54.744,"2012-05-03 00:00","1899-12-30 12:41","current 1.2 kn.  Set to NW.  Some turbidity",228,87,"8",2,,,0,0,0,0,0,0,1
